source_relative,destination_relative,source_sha256,destination_sha256,change_note
reports/t10/design/T10_SYNTH016/package/production_clocks.xdc,constraints/reference_synth016/production_clocks.xdc,2A78BAAE4E6C78E7887E239B5038B89FA9004833B80DA556559EC0E0356F24BB,2A78BAAE4E6C78E7887E239B5038B89FA9004833B80DA556559EC0E0356F24BB,"Historical internal OOC timing scope; preserved inactive, not board/FLGB qualification."
reports/t10/design/T10_SYNTH016/package/production_crossing_constraints.tcl,constraints/reference_synth016/production_crossing_constraints.tcl,D43B54D9ABCFDB473EE8A4A7FE236A7C1FBF48A275482C95AC3FF52FE8470C29,D43B54D9ABCFDB473EE8A4A7FE236A7C1FBF48A275482C95AC3FF52FE8470C29,"Historical internal OOC timing scope; preserved inactive, not board/FLGB qualification."
