Scenario,Subtest,FrameId,Seen,ResultHex,Status,ErrorStage,Halted,Elapsed,FirstDivider,FirstWeighted,SharedGainSamples,InputCount,OutputCount,ObservationCount,WeightCount
C02,independent,6002,1,fffffed1000000018cd68000,4800,0,0,55681,2897,2966,0,4096,4096,6560,6560
