GROUP,SLACK,REQUIREMENT,STARTPOINT_PIN,ENDPOINT_PIN,DATAPATH_DELAY,LOGIC_LEVELS
"clk125","0.198","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.gen_doutb_pipe.doutb_pipe_reg[0][244]/CE","7.697","17"
"clk125","0.198","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.gen_doutb_pipe.doutb_pipe_reg[0][248]/CE","7.697","17"
"clk125","0.198","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.gen_doutb_pipe.doutb_pipe_reg[0][250]/CE","7.697","17"
"clk125","0.200","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.gen_doutb_pipe.doutb_pipe_reg[0][227]/CE","7.695","17"
"clk125","0.200","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.gen_doutb_pipe.doutb_pipe_reg[0][237]/CE","7.695","17"
"clk125","0.212","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.gen_doutb_pipe.doutb_pipe_reg[0][226]/CE","7.683","17"
"clk125","0.212","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.gen_doutb_pipe.doutb_pipe_reg[0][232]/CE","7.683","17"
"clk125","0.212","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.gen_doutb_pipe.doutb_pipe_reg[0][234]/CE","7.683","17"
"clk125","0.212","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.gen_doutb_pipe.doutb_pipe_reg[0][236]/CE","7.683","17"
"clk125","0.213","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.doutb_reg_reg[169]/CE","7.682","17"
"clk125","0.213","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.doutb_reg_reg[171]/CE","7.682","17"
"clk125","0.213","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.doutb_reg_reg[173]/CE","7.682","17"
"clk125","0.213","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.doutb_reg_reg[175]/CE","7.682","17"
"clk125","0.214","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.gen_doutb_pipe.doutb_pipe_reg[0][188]/CE","7.681","17"
"clk125","0.214","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.gen_doutb_pipe.doutb_pipe_reg[0][203]/CE","7.681","17"
"clk125","0.214","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.gen_doutb_pipe.doutb_pipe_reg[0][207]/CE","7.681","17"
"clk125","0.214","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.gen_doutb_pipe.doutb_pipe_reg[0][225]/CE","7.681","17"
"clk125","0.214","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.gen_doutb_pipe.doutb_pipe_reg[0][231]/CE","7.681","17"
"clk125","0.214","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.gen_doutb_pipe.doutb_pipe_reg[0][233]/CE","7.681","17"
"clk125","0.214","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.gen_doutb_pipe.doutb_pipe_reg[0][235]/CE","7.681","17"
"clk125","0.214","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.doutb_reg_reg[168]/CE","7.682","17"
"clk125","0.214","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.doutb_reg_reg[170]/CE","7.682","17"
"clk125","0.214","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.doutb_reg_reg[172]/CE","7.682","17"
"clk125","0.214","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.doutb_reg_reg[174]/CE","7.682","17"
"clk125","0.216","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.gen_doutb_pipe.doutb_pipe_reg[0][187]/CE","7.679","17"
"clk125","0.216","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.gen_doutb_pipe.doutb_pipe_reg[0][202]/CE","7.679","17"
"clk125","0.216","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.gen_doutb_pipe.doutb_pipe_reg[0][204]/CE","7.679","17"
"clk125","0.216","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.gen_doutb_pipe.doutb_pipe_reg[0][208]/CE","7.679","17"
"clk125","0.217","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.doutb_reg_reg[246]/CE","7.678","17"
"clk125","0.217","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.doutb_reg_reg[248]/CE","7.678","17"
"clk125","0.217","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.doutb_reg_reg[250]/CE","7.678","17"
"clk125","0.218","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.doutb_reg_reg[247]/CE","7.677","17"
"clk125","0.218","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.doutb_reg_reg[249]/CE","7.677","17"
"clk125","0.218","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.doutb_reg_reg[251]/CE","7.677","17"
"clk125","0.225","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.gen_doutb_pipe.doutb_pipe_reg[0][262]/CE","7.670","17"
"clk125","0.225","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.gen_doutb_pipe.doutb_pipe_reg[0][264]/CE","7.670","17"
"clk125","0.227","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.gen_doutb_pipe.doutb_pipe_reg[0][260]/CE","7.668","17"
"clk125","0.227","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.gen_doutb_pipe.doutb_pipe_reg[0][263]/CE","7.668","17"
"clk125","0.229","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.doutb_reg_reg[183]/CE","7.666","17"
"clk125","0.229","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.doutb_reg_reg[185]/CE","7.666","17"
"clk125","0.229","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.doutb_reg_reg[187]/CE","7.666","17"
"clk125","0.229","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.doutb_reg_reg[189]/CE","7.666","17"
"clk125","0.230","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.doutb_reg_reg[182]/CE","7.666","17"
"clk125","0.230","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.doutb_reg_reg[184]/CE","7.666","17"
"clk125","0.230","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.doutb_reg_reg[186]/CE","7.666","17"
"clk125","0.230","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.doutb_reg_reg[188]/CE","7.666","17"
"clk125","0.241","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.doutb_reg_reg[274]/CE","7.654","17"
"clk125","0.241","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.doutb_reg_reg[276]/CE","7.654","17"
"clk125","0.241","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.doutb_reg_reg[278]/CE","7.654","17"
"clk125","0.242","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.doutb_reg_reg[275]/CE","7.653","17"
"clk125","0.242","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.doutb_reg_reg[277]/CE","7.653","17"
"clk125","0.242","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.doutb_reg_reg[279]/CE","7.653","17"
"clk125","0.248","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.doutb_reg_reg[288]/CE","7.647","17"
"clk125","0.248","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.doutb_reg_reg[290]/CE","7.647","17"
"clk125","0.248","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.doutb_reg_reg[292]/CE","7.647","17"
"clk125","0.249","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.doutb_reg_reg[289]/CE","7.646","17"
"clk125","0.249","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.doutb_reg_reg[291]/CE","7.646","17"
"clk125","0.249","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.doutb_reg_reg[293]/CE","7.646","17"
"clk125","0.251","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.doutb_reg_reg[281]/CE","7.644","17"
"clk125","0.251","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.doutb_reg_reg[283]/CE","7.644","17"
"clk125","0.251","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.doutb_reg_reg[285]/CE","7.644","17"
"clk125","0.251","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.doutb_reg_reg[287]/CE","7.644","17"
"clk125","0.252","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.doutb_reg_reg[280]/CE","7.644","17"
"clk125","0.252","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.doutb_reg_reg[282]/CE","7.644","17"
"clk125","0.252","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.doutb_reg_reg[284]/CE","7.644","17"
"clk125","0.252","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.doutb_reg_reg[286]/CE","7.644","17"
"clk125","0.258","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.doutb_reg_reg[239]/CE","7.637","17"
"clk125","0.258","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.doutb_reg_reg[241]/CE","7.637","17"
"clk125","0.258","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.doutb_reg_reg[243]/CE","7.637","17"
"clk125","0.258","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.doutb_reg_reg[245]/CE","7.637","17"
"clk125","0.259","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.doutb_reg_reg[238]/CE","7.637","17"
"clk125","0.259","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.doutb_reg_reg[240]/CE","7.637","17"
"clk125","0.259","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.doutb_reg_reg[242]/CE","7.637","17"
"clk125","0.259","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.doutb_reg_reg[244]/CE","7.637","17"
"clk125","0.262","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.gen_doutb_pipe.doutb_pipe_reg[0][210]/CE","7.633","17"
"clk125","0.262","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.gen_doutb_pipe.doutb_pipe_reg[0][223]/CE","7.633","17"
"clk125","0.263","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.gen_doutb_pipe.doutb_pipe_reg[0][183]/CE","7.632","17"
"clk125","0.263","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.gen_doutb_pipe.doutb_pipe_reg[0][193]/CE","7.632","17"
"clk125","0.263","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.doutb_reg_reg[218]/CE","7.632","17"
"clk125","0.263","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.doutb_reg_reg[220]/CE","7.632","17"
"clk125","0.263","8.000","sfo/initial_estimator/service/fatal_latched_reg/C","sfo/initial_estimator/service/frontend/capture/u_reader/u_output_fifo/xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_rd_b.doutb_reg_reg[222]/CE","7.632","17"
