"GROUP","SLACK","REQUIREMENT","STARTPOINT_PIN","ENDPOINT_PIN","STARTPOINT_CLOCK","ENDPOINT_CLOCK","DATAPATH_DELAY","LOGIC_LEVELS","SKEW","UNCERTAINTY"
"clk500","-0.494","2.000","cfo/observation_front/fft_core/input_index_reg[8]/C","cfo/observation_front/fft_core/bank0_reg_bram_0/ADDRARDADDR[12]","clk500","clk500","2.189","5","0.009","0.035"
"clk500","-0.494","2.000","cfo/windows/sample_index_reg[8]/C","cfo/windows/packed_windows/fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_bram_9/ENBWREN","clk500","clk500","2.129","4","0.012","0.035"
"clk500","-0.493","2.000","cfo/observation_front/fft_core/sub_i6_reg[4]/C","cfo/observation_front/fft_core/bank1_reg_bram_0/DINADIN[29]","clk500","clk500","2.199","8","0.010","0.035"
"clk500","-0.493","2.000","cfo/observation_front/fft_core/input_index_reg[8]/C","cfo/observation_front/fft_core/bank0_reg_bram_1/ADDRARDADDR[11]","clk500","clk500","2.190","5","0.011","0.035"
"clk500","-0.492","2.000","cfo/reset_fast/arststages_ff_reg[3]/C","cfo/observation_front/index_iq_reg[38]/CE","clk500","clk500","2.388","4","-0.009","0.035"
"clk500","-0.492","2.000","cfo/observation_front/fft_core/m_generation_reg[9]/C","cfo/observation_front/fft_core/m_q_reg[20]/CE","clk500","clk500","2.387","6","-0.009","0.035"
"clk500","-0.492","2.000","cfo/observation_front/fft_core/m_generation_reg[9]/C","cfo/observation_front/fft_core/m_q_reg[23]/CE","clk500","clk500","2.387","6","-0.009","0.035"
"clk500","-0.492","2.000","cfo/observation_front/fft_core/m_generation_reg[9]/C","cfo/observation_front/fft_core/m_q_reg[9]/CE","clk500","clk500","2.387","6","-0.009","0.035"
"clk500","-0.492","2.000","sfo/residual_estimator/aux_service/configured_reg/C","sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/axi_wrapper/config_channel_fifo/gen_real_time.data_out_reg[11]/CE","clk500","clk500","2.388","2","-0.010","0.035"
"clk500","-0.492","2.000","sfo/residual_estimator/aux_service/configured_reg/C","sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/axi_wrapper/config_channel_fifo/gen_real_time.data_out_reg[7]/CE","clk500","clk500","2.388","2","-0.010","0.035"
"clk500","-0.491","2.000","cfo/observation_front/fft_core/sub_q6_reg[0]/C","cfo/observation_front/fft_core/m_saturations_reg[3]/D","clk500","clk500","2.473","11","-0.008","0.035"
"clk150","-0.491","6.667","sfo/two_pass_transport/intermediate[0].intermediate_bank/write_gen_reg[17]/C","sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_96/CAS_IN_BWE_B[3]","clk150","clk150","6.816","12","0.035","0.035"
"clk150","-0.491","6.667","sfo/two_pass_transport/intermediate[0].intermediate_bank/write_gen_reg[17]/C","sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_121/CAS_IN_BWE_B[5]","clk150","clk150","6.844","13","0.035","0.035"
"clk500","-0.489","2.000","cfo/observation_front/fft_core/m_generation_reg[9]/C","cfo/observation_front/fft_core/offset_in_group_reg[5]/CE","clk500","clk500","2.385","5","-0.010","0.035"
"clk500","-0.489","2.000","cfo/windows/sample_index_reg[8]/C","cfo/windows/packed_windows/fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_bram_0/ENBWREN","clk500","clk500","2.124","4","0.012","0.035"
"clk500","-0.487","2.000","cfo/reset_fast/arststages_ff_reg[3]/C","cfo/observation_front/fft_core/bank0_reg_bram_1/ADDRBWRADDR[11]","clk500","clk500","2.179","4","0.011","0.035"
"clk500","-0.486","2.000","cfo/observation_front/fft_core/input_index_reg[8]/C","cfo/observation_front/fft_core/bank0_reg_bram_0/ADDRARDADDR[11]","clk500","clk500","2.166","5","0.009","0.035"
"clk150","-0.483","6.667","sfo/two_pass_transport/first_resampling/engine/core/stream/lane_phase_reg[5][20]/C","sfo/two_pass_transport/first_resampling/engine/core/stream/arithmetic/real_channel[11].u_real/pre_ca/g18.u_add/U0/xst_addsub/i_baseblox.i_baseblox_addsub/no_pipelining.the_addsub/i_lut6.i_lut6_addsub/i_q.i_simple.qreg/i_no_async_controls.output_reg[15]/D","clk150","clk150","7.130","10","-0.010","0.035"
"clk500","-0.482","2.000","cfo/reset_fast/arststages_ff_reg[3]/C","cfo/observation_front/index_stage_reg[4]/CE","clk500","clk500","2.378","4","-0.009","0.035"
"clk500","-0.482","2.000","cfo/reset_fast/arststages_ff_reg[3]/C","cfo/observation_front/index_stage_reg[5]/CE","clk500","clk500","2.378","4","-0.009","0.035"
"clk500","-0.482","2.000","cfo/reset_fast/arststages_ff_reg[3]/C","cfo/observation_front/index_stage_reg[6]/CE","clk500","clk500","2.378","4","-0.009","0.035"
"clk500","-0.482","2.000","cfo/reset_fast/arststages_ff_reg[3]/C","cfo/observation_front/index_stage_reg[7]/CE","clk500","clk500","2.378","4","-0.009","0.035"
"clk500","-0.482","2.000","cfo/reset_fast/arststages_ff_reg[3]/C","cfo/observation_front/fft_core/bank0_reg_bram_0/ADDRBWRADDR[8]","clk500","clk500","2.152","4","0.011","0.035"
"clk500","-0.481","2.000","cfo/reset_fast/arststages_ff_reg[3]/C","cfo/observation_front/fft_core/bank1_reg_bram_0/ADDRBWRADDR[6]","clk500","clk500","2.170","4","0.011","0.035"
"clk150","-0.478","6.667","sfo/two_pass_transport/intermediate[0].intermediate_bank/write_gen_reg[17]/C","sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_121/CAS_IN_BWE_B[0]","clk150","clk150","6.834","13","0.035","0.035"
"clk500","-0.477","2.000","sfo/residual_estimator/front_stage/main/service/u_egress_fifo/gnuram_async_fifo.xpm_fifo_base_inst/xpm_fifo_rst_inst/gen_rst_ic.wr_rst_busy_ic_reg/C","sfo/residual_estimator/front_stage/main/service/u_egress_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_bram_0/WEA[0]","clk500","clk500","2.057","3","0.009","0.035"
"clk500","-0.477","2.000","cfo/observation_front/fft_core/sub_q6_reg[0]/C","cfo/observation_front/fft_core/m_saturations_reg[6]/D","clk500","clk500","2.460","11","-0.007","0.035"
"clk150","-0.476","6.667","sfo/two_pass_transport/first_resampling/engine/core/stream/lane_phase_reg[5][20]/C","sfo/two_pass_transport/first_resampling/engine/core/stream/arithmetic/real_channel[11].u_real/pre_ca/g18.u_add/U0/xst_addsub/i_baseblox.i_baseblox_addsub/no_pipelining.the_addsub/i_lut6.i_lut6_addsub/i_q.i_simple.qreg/i_no_async_controls.output_reg[17]/D","clk150","clk150","7.123","11","-0.010","0.035"
"clk500","-0.476","2.000","sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/FLOW/has_nfft.counter_limit_early_reg[10].max_n_int_minus_one_ff/C","sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/DOUT_CNT_CTRL_0/cnt/i_tc_compare_reg/D","clk500","clk500","2.458","2","-0.008","0.035"
"clk150","-0.476","6.667","sfo/two_pass_transport/intermediate[0].intermediate_bank/write_gen_reg[17]/C","sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_96/CAS_IN_EN_A","clk150","clk150","6.703","12","0.035","0.035"
"clk500","-0.475","2.000","sfo/residual_estimator/front_stage/main/service/u_egress_fifo/gnuram_async_fifo.xpm_fifo_base_inst/xpm_fifo_rst_inst/gen_rst_ic.wr_rst_busy_ic_reg/C","sfo/residual_estimator/front_stage/main/service/u_egress_fifo/gnuram_async_fifo.xpm_fifo_base_inst/wrpp2_inst/count_value_i_reg[5]/D","clk500","clk500","2.455","5","-0.010","0.035"
"clk500","-0.474","2.000","cfo/observation_front/fft_core/m_generation_reg[9]/C","cfo/observation_front/fft_core/issue_index_reg[6]/CE","clk500","clk500","2.369","6","-0.010","0.035"
"clk500","-0.472","2.000","cfo/windows/fast_fault_reg/C","cfo/observation_front/fft_core/bank1_reg_bram_0/ADDRARDADDR[14]","clk500","clk500","2.160","5","0.010","0.035"
"clk150","-0.472","6.667","sfo/two_pass_transport/intermediate[0].intermediate_bank/write_gen_reg[17]/C","sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_120/CAS_IN_BWE_B[4]","clk150","clk150","6.736","12","0.035","0.035"
"clk500","-0.471","2.000","cfo/observation_front/fft_core/add_i6_reg[10]/C","cfo/observation_front/fft_core/bank0_reg_bram_1/DINADIN[3]","clk500","clk500","2.201","7","0.013","0.035"
"clk500","-0.471","2.000","cfo/reset_fast/arststages_ff_reg[3]/C","cfo/observation_front/index_iq_reg[30]/CE","clk500","clk500","2.367","4","-0.009","0.035"
"clk150","-0.471","6.667","sfo/two_pass_transport/intermediate[0].intermediate_bank/write_gen_reg[17]/C","sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_96/CAS_IN_BWE_B[8]","clk150","clk150","6.720","12","0.035","0.035"
"clk500","-0.470","2.000","cfo/windows/fast_fault_reg/C","cfo/observation_front/fft_core/bank1_reg_bram_0/ADDRARDADDR[8]","clk500","clk500","2.162","5","0.010","0.035"
"clk500","-0.470","2.000","cfo/observation_front/fft_core/m_generation_reg[9]/C","cfo/observation_front/fft_core/offset_in_group_reg[0]/CE","clk500","clk500","2.365","5","-0.010","0.035"
"clk500","-0.469","2.000","cfo/reset_fast/arststages_ff_reg[3]/C","cfo/observation_front/index_iq_reg[29]/CE","clk500","clk500","2.365","4","-0.009","0.035"
"clk500","-0.469","2.000","cfo/reset_fast/arststages_ff_reg[3]/C","cfo/observation_front/index_iq_reg[33]/CE","clk500","clk500","2.365","4","-0.009","0.035"
"clk500","-0.469","2.000","cfo/observation_front/fft_core/input_index_reg[8]/C","cfo/observation_front/fft_core/bank0_reg_bram_1/ADDRARDADDR[12]","clk500","clk500","2.171","5","0.011","0.035"
"clk500","-0.468","2.000","cfo/observation_front/fft_core/sub_q6_reg[0]/C","cfo/observation_front/fft_core/bank0_reg_bram_0/DINADIN[8]","clk500","clk500","2.183","9","0.011","0.035"
"clk150","-0.467","6.667","sfo/two_pass_transport/intermediate[0].intermediate_bank/write_gen_reg[17]/C","sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_120/CAS_IN_EN_A","clk150","clk150","6.694","12","0.035","0.035"
"clk500","-0.466","2.000","sfo/initial_estimator/owner/fft/u_xfft/U0/i_synth/axi_wrapper/reset_pipe_reg[1]/C","sfo/initial_estimator/owner/fft/u_xfft/U0/i_synth/axi_wrapper/data_out_channel/gen_real_time.data_out_reg[20]/CE","clk500","clk500","2.363","1","-0.008","0.035"
"clk500","-0.466","2.000","sfo/initial_estimator/owner/fft/u_xfft/U0/i_synth/axi_wrapper/reset_pipe_reg[1]/C","sfo/initial_estimator/owner/fft/u_xfft/U0/i_synth/axi_wrapper/data_out_channel/gen_real_time.data_out_reg[22]/CE","clk500","clk500","2.364","1","-0.008","0.035"
"clk150","-0.465","6.667","sfo/two_pass_transport/first_resampling/engine/core/stream/lane_phase_reg[5][20]/C","sfo/two_pass_transport/first_resampling/engine/core/stream/arithmetic/real_channel[11].u_real/pre_ca/g18.u_add/U0/xst_addsub/i_baseblox.i_baseblox_addsub/no_pipelining.the_addsub/i_lut6.i_lut6_addsub/i_q.i_simple.qreg/i_no_async_controls.output_reg[13]/D","clk150","clk150","7.112","10","-0.010","0.035"
"clk150","-0.462","6.667","sfo/two_pass_transport/first_resampling/engine/core/stream/lane_phase_reg[5][20]/C","sfo/two_pass_transport/first_resampling/engine/core/stream/arithmetic/real_channel[11].u_real/pre_ca/g18.u_add/U0/xst_addsub/i_baseblox.i_baseblox_addsub/no_pipelining.the_addsub/i_lut6.i_lut6_addsub/i_q.i_simple.qreg/i_no_async_controls.output_reg[12]/D","clk150","clk150","7.109","10","-0.010","0.035"
"clk500","-0.462","2.000","sfo/residual_estimator/front_stage/main/service/u_egress_fifo/gnuram_async_fifo.xpm_fifo_base_inst/xpm_fifo_rst_inst/gen_rst_ic.wr_rst_busy_ic_reg/C","sfo/residual_estimator/front_stage/main/service/u_egress_fifo/gnuram_async_fifo.xpm_fifo_base_inst/wrpp1_inst/count_value_i_reg[10]/D","clk500","clk500","2.443","6","-0.009","0.035"
"clk500","-0.459","2.000","cfo/windows/packed_windows/fifo/gnuram_async_fifo.xpm_fifo_base_inst/rdp_inst/count_value_i_reg[5]/C","cfo/windows/packed_windows/fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_bram_3/ADDRBWRADDR[10]","clk500","clk500","2.125","0","0.010","0.035"
"clk500","-0.459","2.000","cfo/reset_fast/arststages_ff_reg[3]/C","cfo/observation_front/fft_core/bank0_reg_bram_0/ADDRBWRADDR[10]","clk500","clk500","2.126","4","0.011","0.035"
"clk500","-0.458","2.000","cfo/windows/fast_fault_reg/C","cfo/observation_front/fft_core/bank1_reg_bram_1/ADDRARDADDR[5]","clk500","clk500","2.148","4","0.010","0.035"
"clk500","-0.457","2.000","cfo/observation_front/fft_core/sub_i6_reg[4]/C","cfo/observation_front/fft_core/bank1_reg_bram_1/DINADIN[7]","clk500","clk500","2.190","8","0.010","0.035"
"clk500","-0.456","2.000","cfo/observation_front/fft_core/sub_i6_reg[4]/C","cfo/observation_front/fft_core/bank1_reg_bram_0/DINPADINP[0]","clk500","clk500","2.203","8","0.010","0.035"
"clk500","-0.456","2.000","cfo/windows/sample_index_reg[8]/C","cfo/windows/packed_windows/fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_bram_1/ENBWREN","clk500","clk500","2.091","4","0.012","0.035"
"clk150","-0.455","6.667","sfo/two_pass_transport/first_resampling/engine/core/stream/lane_phase_reg[5][20]/C","sfo/two_pass_transport/first_resampling/engine/core/stream/arithmetic/real_channel[11].u_real/pre_ca/g18.u_add/U0/xst_addsub/i_baseblox.i_baseblox_addsub/no_pipelining.the_addsub/i_lut6.i_lut6_addsub/i_q.i_simple.qreg/i_no_async_controls.output_reg[10]/D","clk150","clk150","7.102","10","-0.010","0.035"
"clk500","-0.455","2.000","cfo/observation_front/fft_core/m_generation_reg[9]/C","cfo/observation_front/fft_core/FSM_sequential_state_reg[0]/D","clk500","clk500","2.435","6","-0.010","0.035"
"clk500","-0.455","2.000","cfo/windows/fast_fault_reg/C","cfo/observation_front/fft_core/bank1_reg_bram_0/ADDRARDADDR[6]","clk500","clk500","2.145","4","0.010","0.035"
"clk500","-0.454","2.000","sfo/residual_estimator/front_stage/main/service/u_egress_fifo/gnuram_async_fifo.xpm_fifo_base_inst/xpm_fifo_rst_inst/gen_rst_ic.wr_rst_busy_ic_reg/C","sfo/residual_estimator/front_stage/main/service/u_egress_fifo/gnuram_async_fifo.xpm_fifo_base_inst/wrpp1_inst/count_value_i_reg[11]/D","clk500","clk500","2.435","6","-0.009","0.035"
"clk500","-0.452","2.000","cfo/reset_fast/arststages_ff_reg[3]/C","cfo/observation_front/fft_core/bank1_reg_bram_0/ADDRBWRADDR[13]","clk500","clk500","2.138","4","0.011","0.035"
"clk500","-0.452","2.000","cfo/observation_front/fft_core/m_generation_reg[9]/C","cfo/observation_front/fft_core/issue_index_reg[0]/CE","clk500","clk500","2.347","6","-0.010","0.035"
"clk500","-0.452","2.000","cfo/observation_front/fft_core/m_generation_reg[9]/C","cfo/observation_front/fft_core/issue_index_reg[5]/CE","clk500","clk500","2.347","6","-0.010","0.035"
"clk500","-0.452","2.000","cfo/observation_front/fft_core/m_generation_reg[9]/C","cfo/observation_front/fft_core/issue_index_reg[7]/CE","clk500","clk500","2.347","6","-0.010","0.035"
"clk500","-0.451","2.000","cfo/observation_front/fft_core/input_index_reg[8]/C","cfo/observation_front/fft_core/bank0_reg_bram_0/ADDRARDADDR[6]","clk500","clk500","2.140","5","0.009","0.035"
"clk150","-0.451","6.667","sfo/two_pass_transport/intermediate[0].intermediate_bank/write_gen_reg[17]/C","sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_120/CAS_IN_BWE_B[2]","clk150","clk150","6.812","12","0.035","0.035"
"clk500","-0.450","2.000","cfo/windows/fast_fault_reg/C","cfo/observation_front/fft_core/bank1_reg_bram_0/ADDRARDADDR[13]","clk500","clk500","2.151","5","0.010","0.035"
"clk500","-0.450","2.000","cfo/reset_fast/arststages_ff_reg[3]/C","cfo/observation_front/fft_core/bank1_reg_bram_0/ADDRBWRADDR[7]","clk500","clk500","2.141","4","0.011","0.035"
"clk500","-0.449","2.000","cfo/reset_fast/arststages_ff_reg[3]/C","cfo/observation_front/fft_core/bank0_reg_bram_1/ADDRBWRADDR[4]","clk500","clk500","2.063","4","0.011","0.035"
"clk500","-0.448","2.000","cfo/reset_fast/arststages_ff_reg[3]/C","cfo/observation_front/fft_core/FSM_sequential_state_reg[1]_rep/CE","clk500","clk500","2.344","3","-0.009","0.035"
"clk150","-0.447","6.667","sfo/two_pass_transport/first_resampling/engine/core/stream/lane_phase_reg[5][20]/C","sfo/two_pass_transport/first_resampling/engine/core/stream/arithmetic/real_channel[11].u_real/pre_ca/g18.u_add/U0/xst_addsub/i_baseblox.i_baseblox_addsub/no_pipelining.the_addsub/i_lut6.i_lut6_addsub/i_q.i_simple.qreg/i_no_async_controls.output_reg[11]/D","clk150","clk150","7.094","10","-0.010","0.035"
"clk500","-0.447","2.000","cfo/reset_fast/arststages_ff_reg[3]/C","cfo/observation_front/index_iq_reg[16]/CE","clk500","clk500","2.343","4","-0.008","0.035"
"clk500","-0.447","2.000","cfo/reset_fast/arststages_ff_reg[3]/C","cfo/observation_front/index_iq_reg[25]/CE","clk500","clk500","2.343","4","-0.008","0.035"
"clk500","-0.447","2.000","sfo/initial_estimator/owner/fft/u_xfft/U0/i_synth/axi_wrapper/reset_pipe_reg[1]/C","sfo/initial_estimator/owner/fft/u_xfft/U0/i_synth/axi_wrapper/data_out_channel/gen_real_time.data_out_reg[13]/CE","clk500","clk500","2.344","1","-0.008","0.035"
"clk500","-0.447","2.000","sfo/initial_estimator/owner/fft/u_xfft/U0/i_synth/axi_wrapper/reset_pipe_reg[1]/C","sfo/initial_estimator/owner/fft/u_xfft/U0/i_synth/axi_wrapper/data_out_channel/gen_real_time.data_out_reg[17]/CE","clk500","clk500","2.345","1","-0.008","0.035"
"clk500","-0.447","2.000","sfo/initial_estimator/owner/fft/u_xfft/U0/i_synth/axi_wrapper/reset_pipe_reg[1]/C","sfo/initial_estimator/owner/fft/u_xfft/U0/i_synth/axi_wrapper/data_out_channel/gen_real_time.data_out_reg[1]/CE","clk500","clk500","2.344","1","-0.008","0.035"
"clk500","-0.447","2.000","sfo/initial_estimator/owner/fft/u_xfft/U0/i_synth/axi_wrapper/reset_pipe_reg[1]/C","sfo/initial_estimator/owner/fft/u_xfft/U0/i_synth/axi_wrapper/data_out_channel/gen_real_time.data_out_reg[5]/CE","clk500","clk500","2.345","1","-0.008","0.035"
"clk500","-0.447","2.000","sfo/initial_estimator/owner/fft/u_xfft/U0/i_synth/axi_wrapper/reset_pipe_reg[1]/C","sfo/initial_estimator/owner/fft/u_xfft/U0/i_synth/axi_wrapper/data_out_channel/gen_real_time.data_out_reg[7]/CE","clk500","clk500","2.344","1","-0.008","0.035"
"clk150","-0.447","6.667","sfo/two_pass_transport/intermediate[0].intermediate_bank/write_gen_reg[17]/C","sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_120/CAS_IN_BWE_B[8]","clk150","clk150","6.696","12","0.035","0.035"
"clk500","-0.446","2.000","cfo/reset_fast/arststages_ff_reg[3]/C","cfo/observation_front/fft_core/bank1_reg_bram_0/ADDRBWRADDR[9]","clk500","clk500","2.117","4","0.011","0.035"
"clk500","-0.445","2.000","cfo/reset_fast/arststages_ff_reg[3]/C","cfo/observation_front/index_iq_reg[24]/CE","clk500","clk500","2.341","4","-0.009","0.035"
"clk500","-0.445","2.000","cfo/windows/fast_fault_reg/C","cfo/observation_front/fft_core/bank1_reg_bram_1/ADDRARDADDR[13]","clk500","clk500","2.152","5","0.010","0.035"
"clk500","-0.444","2.000","cfo/windows/sample_index_reg[8]/C","cfo/windows/packed_windows/fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_bram_11/REGCEB","clk500","clk500","2.188","4","0.012","0.035"
"clk500","-0.443","2.000","cfo/observation_front/fft_core/add_i6_reg[10]/C","cfo/observation_front/fft_core/bank1_reg_bram_1/DINADIN[2]","clk500","clk500","2.131","7","0.011","0.035"
"clk500","-0.443","2.000","cfo/reset_fast/arststages_ff_reg[3]/C","cfo/observation_front/index_iq_reg[22]/CE","clk500","clk500","2.339","4","-0.009","0.035"
"clk500","-0.443","2.000","cfo/reset_fast/arststages_ff_reg[3]/C","cfo/observation_front/index_iq_reg[31]/CE","clk500","clk500","2.339","4","-0.008","0.035"
"clk500","-0.442","2.000","cfo/reset_fast/arststages_ff_reg[3]/C","cfo/observation_front/index_iq_reg[36]/CE","clk500","clk500","2.338","4","-0.009","0.035"
"clk500","-0.442","2.000","sfo/residual_estimator/front_stage/main/service/u_egress_fifo/gnuram_async_fifo.xpm_fifo_base_inst/xpm_fifo_rst_inst/gen_rst_ic.wr_rst_busy_ic_reg/C","sfo/residual_estimator/front_stage/main/service/u_egress_fifo/gnuram_async_fifo.xpm_fifo_base_inst/wrpp1_inst/count_value_i_reg[9]/D","clk500","clk500","2.423","6","-0.009","0.035"
"clk150","-0.441","6.667","sfo/two_pass_transport/intermediate[0].intermediate_bank/write_gen_reg[17]/C","sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_120/CAS_IN_EN_B","clk150","clk150","6.819","12","0.035","0.035"
"clk500","-0.439","2.000","sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/axi_wrapper/sclr_int_reg/C","sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/FLOW/proc0_counter/i_tc_compare_reg/R","clk500","clk500","2.321","0","-0.009","0.035"
"clk500","-0.439","2.000","sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/axi_wrapper/sclr_int_reg/C","sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/FLOW/proc0_counter/i_tc_reg/R","clk500","clk500","2.321","0","-0.009","0.035"
"clk500","-0.439","2.000","cfo/reset_fast/arststages_ff_reg[3]/C","cfo/observation_front/fft_core/bank0_reg_bram_1/REGCEB","clk500","clk500","2.182","2","0.011","0.035"
"clk500","-0.439","2.000","sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/has_bit_reverse.no_cp.muxed_reorder_write_addr_del_reg[10]/C","sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/has_bit_reverse.dig_rev_mem/blk_ram.use_bram_only.mem/depth_14.need_extra_rams.extra_ram_loop[3].use_RAMB18.SDP_RAMB18_1x16384/ADDRARDADDR[10]","clk500","clk500","2.122","0","0.012","0.035"
"clk500","-0.437","2.000","sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/input_delay_re/no_sclr_lut.real_shift_ram.use_baseblock.use_hlutnm_srls.srl_loop[4].i_fdre1/C","sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/pe_gen[2].natural_order_input.PE/bypass_muxes.din_re_mux_gen[9].reg/D","clk500","clk500","2.418","1","-0.009","0.035"
"clk500","-0.436","2.000","sfo/initial_estimator/owner/fft/reset_sync500/syncstages_ff_reg[3]/C","sfo/initial_estimator/owner/fft/u_egress_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_bram_0/ENBWREN","clk500","clk500","2.071","2","0.012","0.035"
"clk150","-0.436","6.667","sfo/two_pass_transport/intermediate[0].intermediate_bank/write_gen_reg[17]/C","sfo/two_pass_transport/intermediate[0].intermediate_bank/memory/u_frame_memory/xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_uram_96/CAS_IN_BWE_B[1]","clk150","clk150","6.797","12","0.035","0.035"
"clk150","-0.435","6.667","sfo/two_pass_transport/first_resampling/engine/core/stream/lane_phase_reg[5][20]/C","sfo/two_pass_transport/first_resampling/engine/core/stream/arithmetic/real_channel[11].u_real/pre_ca/g18.u_add/U0/xst_addsub/i_baseblox.i_baseblox_addsub/no_pipelining.the_addsub/i_lut6.i_lut6_addsub/i_q.i_simple.qreg/i_no_async_controls.output_reg[9]/D","clk150","clk150","7.082","10","-0.010","0.035"
"clk500","-0.435","2.000","cfo/reset_fast/arststages_ff_reg[3]/C","cfo/observation_front/index_iq_reg[13]/CE","clk500","clk500","2.331","4","-0.008","0.035"
"clk500","-0.435","2.000","cfo/reset_fast/arststages_ff_reg[3]/C","cfo/observation_front/index_iq_reg[28]/CE","clk500","clk500","2.331","4","-0.008","0.035"
"clk500","-0.434","2.000","cfo/observation_front/fft_core/m_generation_reg[9]/C","cfo/observation_front/fft_core/FSM_sequential_state_reg[1]_rep/D","clk500","clk500","2.414","6","-0.010","0.035"
"clk500","-0.432","2.000","sfo/residual_estimator/front_stage/main/service/reset_sync500/syncstages_ff_reg[3]/C","sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/axi_wrapper/config_channel_fifo/gen_real_time.data_out_reg[6]/CE","clk500","clk500","2.329","2","-0.007","0.035"
"clk500","-0.431","2.000","sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/FLOW/proc0_counter/cnt_addsub/i_baseblox.i_baseblox_addsub/no_pipelining.the_addsub/i_lut6.i_lut6_addsub/i_q.i_simple.qreg/i_no_async_controls.output_reg[9]/C","sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/axi_wrapper/frames_in_progress_reg[0]/CE","clk500","clk500","2.326","4","-0.010","0.035"
