"GROUP","SLACK","REQUIREMENT","STARTPOINT_PIN","ENDPOINT_PIN","STARTPOINT_CLOCK","ENDPOINT_CLOCK","DATAPATH_DELAY","LOGIC_LEVELS","SKEW","UNCERTAINTY"
"clk500","-0.080","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/output_record_reg[89]/CE","clk500","clk500","1.977","4","-0.007","0.035"
"clk500","-0.080","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/output_record_reg[90]/CE","clk500","clk500","1.977","4","-0.007","0.035"
"clk500","-0.080","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/output_record_reg[93]/CE","clk500","clk500","1.977","4","-0.007","0.035"
"clk500","-0.079","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/output_record_reg[111]/CE","clk500","clk500","1.976","4","-0.007","0.035"
"clk500","-0.079","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/output_record_reg[120]/CE","clk500","clk500","1.976","4","-0.007","0.035"
"clk500","-0.079","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/output_record_reg[127]/CE","clk500","clk500","1.976","4","-0.007","0.035"
"clk500","-0.079","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/output_record_reg[134]/CE","clk500","clk500","1.976","4","-0.007","0.035"
"clk500","-0.079","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/output_record_reg[65]/CE","clk500","clk500","1.976","4","-0.007","0.035"
"clk500","-0.079","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/output_record_reg[72]/CE","clk500","clk500","1.976","4","-0.007","0.035"
"clk500","-0.079","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/output_record_reg[98]/CE","clk500","clk500","1.976","4","-0.007","0.035"
"clk500","-0.079","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/window_credits/fifo/gnuram_async_fifo.xpm_fifo_base_inst/wrpp1_inst/count_value_i_reg[0]/CE","clk500","clk500","1.976","4","-0.008","0.035"
"clk500","-0.079","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/window_credits/fifo/gnuram_async_fifo.xpm_fifo_base_inst/wrpp1_inst/count_value_i_reg[1]/CE","clk500","clk500","1.976","4","-0.007","0.035"
"clk500","-0.079","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/window_credits/fifo/gnuram_async_fifo.xpm_fifo_base_inst/wrpp2_inst/count_value_i_reg[0]/CE","clk500","clk500","1.976","4","-0.007","0.035"
"clk500","-0.078","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/observation_front/fft_core/bank1_reg_bram_1/DINADIN[12]","clk500","clk500","1.789","3","0.011","0.035"
"clk500","-0.078","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/window_credits/fifo/gnuram_async_fifo.xpm_fifo_base_inst/wrpp1_inst/count_value_i_reg[2]/CE","clk500","clk500","1.976","4","-0.007","0.035"
"clk500","-0.078","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/window_credits/fifo/gnuram_async_fifo.xpm_fifo_base_inst/wrpp2_inst/count_value_i_reg[2]/CE","clk500","clk500","1.976","4","-0.007","0.035"
"clk500","-0.076","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/output_record_reg[16]/CE","clk500","clk500","1.973","4","-0.008","0.035"
"clk500","-0.076","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/output_record_reg[36]/CE","clk500","clk500","1.973","4","-0.008","0.035"
"clk500","-0.075","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/packed_head_reg[41]/CE","clk500","clk500","1.972","5","-0.008","0.035"
"clk500","-0.075","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/packed_head_reg[46]/CE","clk500","clk500","1.972","5","-0.008","0.035"
"clk500","-0.075","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/packed_head_reg[4]/CE","clk500","clk500","1.972","5","-0.008","0.035"
"clk500","-0.075","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/packed_head_reg[60]/CE","clk500","clk500","1.972","5","-0.008","0.035"
"clk500","-0.075","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/output_record_reg[43]/CE","clk500","clk500","1.972","4","-0.008","0.035"
"clk500","-0.072","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/packed_head_reg[101]/CE","clk500","clk500","1.969","5","-0.007","0.035"
"clk500","-0.072","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/packed_head_reg[20]/CE","clk500","clk500","1.969","5","-0.007","0.035"
"clk500","-0.072","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/packed_head_reg[73]/CE","clk500","clk500","1.969","5","-0.007","0.035"
"clk500","-0.072","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/packed_head_reg[9]/CE","clk500","clk500","1.969","5","-0.007","0.035"
"clk500","-0.072","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/observation_front/fft_core/bank1_reg_bram_0/DINADIN[21]","clk500","clk500","1.803","3","0.011","0.035"
"clk500","-0.072","2.000","cfo/observation_front/coefficient_page0_data_reg_0_1/CLKARDCLK","cfo/observation_front/pr4_reg_i_5_psdsp/D","clk500","clk500","2.007","2","-0.055","0.035"
"clk500","-0.071","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/observation_front/fft_core/bank1_reg_bram_1/DINADIN[9]","clk500","clk500","1.799","3","0.011","0.035"
"clk500","-0.071","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/observation_front/fft_core/bank1_reg_bram_0/DINADIN[9]","clk500","clk500","1.788","3","0.011","0.035"
"clk500","-0.068","2.000","cfo/windows/header_active_reg/C","cfo/windows/complete_windows/fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg/ENARDEN","clk500","clk500","1.700","3","0.009","0.035"
"clk500","-0.068","2.000","cfo/windows/output_record_reg[80]/C","cfo/observation_front/fft_core/state_reg[0]/D","clk500","clk500","2.048","6","-0.010","0.035"
"clk500","-0.067","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/observation_front/fft_core/bank1_reg_bram_0/ENARDEN","clk500","clk500","1.701","2","0.011","0.035"
"clk500","-0.067","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/packed_head_reg[30]/CE","clk500","clk500","1.964","5","-0.008","0.035"
"clk500","-0.067","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/packed_head_reg[3]/CE","clk500","clk500","1.964","5","-0.008","0.035"
"clk500","-0.067","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/packed_head_reg[85]/CE","clk500","clk500","1.964","5","-0.008","0.035"
"clk500","-0.067","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/packed_head_reg[94]/CE","clk500","clk500","1.964","5","-0.008","0.035"
"clk500","-0.065","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/packed_head_reg[23]/CE","clk500","clk500","1.962","5","-0.007","0.035"
"clk500","-0.065","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/packed_head_reg[40]/CE","clk500","clk500","1.962","5","-0.007","0.035"
"clk500","-0.065","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/packed_head_reg[52]/CE","clk500","clk500","1.962","5","-0.007","0.035"
"clk500","-0.065","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/packed_head_reg[8]/CE","clk500","clk500","1.962","5","-0.007","0.035"
"clk500","-0.065","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/observation_front/fft_core/bank1_reg_bram_1/ADDRARDADDR[6]","clk500","clk500","1.781","3","0.011","0.035"
"clk500","-0.065","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/observation_front/fft_core/bank1_reg_bram_1/DINADIN[13]","clk500","clk500","1.799","3","0.011","0.035"
"clk500","-0.065","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/observation_front/fft_core/m_saturations_reg[3]/CE","clk500","clk500","1.962","3","-0.008","0.035"
"clk500","-0.065","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/observation_front/fft_core/m_saturations_reg[4]/CE","clk500","clk500","1.962","3","-0.008","0.035"
"clk500","-0.065","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/observation_front/fft_core/m_saturations_reg[5]/CE","clk500","clk500","1.962","3","-0.008","0.035"
"clk500","-0.065","2.000","cfo/windows/packed_windows/fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_bram_7/CLKBWRCLK","cfo/windows/packed_tail_reg[51]/D","clk500","clk500","2.000","0","-0.055","0.035"
"clk500","-0.064","2.000","cfo/observation_front/fft_core/offset_in_group_reg[0]/C","cfo/observation_front/fft_core/tw_index_reg_rep/ADDRARDADDR[10]","clk500","clk500","1.763","4","0.010","0.035"
"clk500","-0.064","2.000","cfo/observation_front/fft_core/offset_in_group_reg[0]/C","cfo/observation_front/fft_core/tw_index_reg_rep/ADDRARDADDR[6]","clk500","clk500","1.754","4","0.010","0.035"
"clk500","-0.064","2.000","cfo/observation_front/fft_core/next_output_reg[2]/C","cfo/observation_front/fft_core/bank0_reg_bram_1/ADDRBWRADDR[13]","clk500","clk500","1.710","4","0.010","0.035"
"clk500","-0.064","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/packed_windows/fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_bram_8/ENBWREN","clk500","clk500","1.699","3","0.012","0.035"
"clk500","-0.064","2.000","sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/axi_wrapper/sclr_int_reg/C","sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/has_bit_reverse.fixed_pt_size_muxed_addresses.read_addr_fixed_nfft_delay/need_sclr_lut.depth1_shift_ram.FF_gen[10].reg/D","clk500","clk500","2.046","1","-0.008","0.035"
"clk500","-0.063","2.000","cfo/observation_front/coefficient_page0_data_reg_0_1/CLKARDCLK","cfo/observation_front/pr4_reg_i_1_psdsp/D","clk500","clk500","1.998","2","-0.055","0.035"
"clk500","-0.063","2.000","sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/axi_wrapper/sclr_int_reg/C","sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/DOUT_CNT_CTRL_0/cnt/cnt_addsub/i_baseblox.i_baseblox_addsub/no_pipelining.the_addsub/i_lut6.i_lut6_addsub/i_q.i_simple.qreg/i_no_async_controls.output_reg[10]/R","clk500","clk500","1.946","0","-0.008","0.035"
"clk500","-0.063","2.000","sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/axi_wrapper/sclr_int_reg/C","sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/DOUT_CNT_CTRL_0/cnt/cnt_addsub/i_baseblox.i_baseblox_addsub/no_pipelining.the_addsub/i_lut6.i_lut6_addsub/i_q.i_simple.qreg/i_no_async_controls.output_reg[11]/R","clk500","clk500","1.946","0","-0.008","0.035"
"clk500","-0.063","2.000","sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/axi_wrapper/sclr_int_reg/C","sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/DOUT_CNT_CTRL_0/cnt/cnt_addsub/i_baseblox.i_baseblox_addsub/no_pipelining.the_addsub/i_lut6.i_lut6_addsub/i_q.i_simple.qreg/i_no_async_controls.output_reg[8]/R","clk500","clk500","1.946","0","-0.008","0.035"
"clk500","-0.063","2.000","sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/axi_wrapper/sclr_int_reg/C","sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/DOUT_CNT_CTRL_0/cnt/cnt_addsub/i_baseblox.i_baseblox_addsub/no_pipelining.the_addsub/i_lut6.i_lut6_addsub/i_q.i_simple.qreg/i_no_async_controls.output_reg[9]/R","clk500","clk500","1.946","0","-0.008","0.035"
"clk500","-0.063","2.000","sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/axi_wrapper/sclr_int_reg/C","sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/FLOW/reset_sustain.resets_4_pes[1].delay_reset_pe/count_addsub_reg[0].addsub_reg/R","clk500","clk500","1.946","0","-0.008","0.035"
"clk500","-0.063","2.000","sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/axi_wrapper/sclr_int_reg/C","sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/FLOW/reset_sustain.resets_4_pes[1].delay_reset_pe/count_addsub_reg[1].addsub_reg/R","clk500","clk500","1.946","0","-0.008","0.035"
"clk500","-0.063","2.000","sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/axi_wrapper/sclr_int_reg/C","sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/FLOW/reset_sustain.resets_4_pes[1].delay_reset_pe/count_addsub_reg[2].addsub_reg/R","clk500","clk500","1.946","0","-0.008","0.035"
"clk500","-0.063","2.000","sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/axi_wrapper/sclr_int_reg/C","sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/FLOW/reset_sustain.resets_4_pes[1].delay_reset_pe/count_addsub_reg[3].addsub_reg/R","clk500","clk500","1.946","0","-0.008","0.035"
"clk500","-0.062","2.000","sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/axi_wrapper/sclr_int_reg/C","sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/FLOW/reset_sustain.resets_4_pes[1].delay_reset_pe/count_addsub_reg[4].addsub_reg/R","clk500","clk500","1.945","0","-0.008","0.035"
"clk500","-0.061","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/observation_front/fft_core/bank1_reg_bram_0/DINADIN[18]","clk500","clk500","1.789","3","0.011","0.035"
"clk500","-0.060","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/packed_head_reg[36]/CE","clk500","clk500","1.957","5","-0.008","0.035"
"clk500","-0.060","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/packed_head_reg[70]/CE","clk500","clk500","1.957","5","-0.008","0.035"
"clk500","-0.060","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/packed_head_reg[72]/CE","clk500","clk500","1.957","5","-0.008","0.035"
"clk500","-0.060","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/packed_head_reg[84]/CE","clk500","clk500","1.957","5","-0.008","0.035"
"clk500","-0.060","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/observation_front/fft_core/bank0_reg_bram_1/ENARDEN","clk500","clk500","1.696","2","0.013","0.035"
"clk500","-0.057","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/packed_head_reg[0]/CE","clk500","clk500","1.954","5","-0.007","0.035"
"clk500","-0.056","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/observation_front/fft_core/bank1_reg_bram_0/DINADIN[17]","clk500","clk500","1.763","3","0.011","0.035"
"clk500","-0.056","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/packed_head_reg[79]/CE","clk500","clk500","1.953","5","-0.007","0.035"
"clk500","-0.055","2.000","cfo/observation_front/fft_core/next_output_reg[2]/C","cfo/observation_front/fft_core/bank0_reg_bram_1/ADDRBWRADDR[6]","clk500","clk500","1.745","4","0.010","0.035"
"clk500","-0.055","2.000","cfo/windows/output_record_reg[80]/C","cfo/observation_front/fft_core/state_reg[2]_replica/CE","clk500","clk500","1.951","6","-0.009","0.035"
"clk500","-0.054","2.000","cfo/observation_front/coefficient_page0_data_reg_0_1/CLKARDCLK","cfo/observation_front/pr4_reg_i_1_psdsp_1/D","clk500","clk500","1.989","2","-0.055","0.035"
"clk500","-0.053","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/observation_front/fft_core/bank1_reg_bram_1/ADDRARDADDR[12]","clk500","clk500","1.774","3","0.011","0.035"
"clk500","-0.053","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/observation_front/fft_core/bank1_reg_bram_0/DINADIN[20]","clk500","clk500","1.790","3","0.011","0.035"
"clk500","-0.052","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/packed_head_reg[105]/CE","clk500","clk500","1.949","5","-0.007","0.035"
"clk500","-0.052","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/packed_head_reg[32]/CE","clk500","clk500","1.949","5","-0.007","0.035"
"clk500","-0.052","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/packed_head_reg[47]/CE","clk500","clk500","1.949","5","-0.007","0.035"
"clk500","-0.052","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/packed_head_reg[96]/CE","clk500","clk500","1.949","5","-0.007","0.035"
"clk500","-0.052","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/observation_front/fft_core/bank1_reg_bram_1/DINADIN[3]","clk500","clk500","1.784","3","0.011","0.035"
"clk500","-0.051","2.000","cfo/windows/output_record_reg[80]/C","cfo/observation_front/fft_core/state_reg[0]/CE","clk500","clk500","1.947","6","-0.010","0.035"
"clk500","-0.051","2.000","cfo/windows/output_record_reg[80]/C","cfo/observation_front/fft_core/state_reg[1]/CE","clk500","clk500","1.947","6","-0.010","0.035"
"clk500","-0.051","2.000","cfo/windows/output_record_reg[80]/C","cfo/observation_front/fft_core/state_reg[2]/CE","clk500","clk500","1.947","6","-0.010","0.035"
"clk500","-0.051","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/output_record_reg[44]/CE","clk500","clk500","1.948","4","-0.007","0.035"
"clk500","-0.051","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/output_record_reg[46]/CE","clk500","clk500","1.948","4","-0.007","0.035"
"clk500","-0.051","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/packed_head_reg[59]/CE","clk500","clk500","1.948","5","-0.008","0.035"
"clk500","-0.051","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/packed_head_reg[64]/CE","clk500","clk500","1.948","5","-0.008","0.035"
"clk500","-0.049","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/packed_windows/fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_narrow.mem_reg_bram_9/ENBWREN","clk500","clk500","1.684","3","0.012","0.035"
"clk500","-0.048","2.000","cfo/observation_front/fft_core/stage_index_reg[0]/C","cfo/observation_front/fft_core/next_output_reg[1]/CE","clk500","clk500","1.943","4","-0.010","0.035"
"clk500","-0.048","2.000","sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/FLOW/load_enable_reg/C","sfo/residual_estimator/aux_service/u_ingress_fifo/gnuram_async_fifo.xpm_fifo_base_inst/rdp_inst/count_value_i_reg[8]/D","clk500","clk500","2.030","5","-0.008","0.035"
"clk500","-0.047","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/packed_head_reg[34]/CE","clk500","clk500","1.944","5","-0.008","0.035"
"clk500","-0.047","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/packed_head_reg[66]/CE","clk500","clk500","1.944","5","-0.008","0.035"
"clk500","-0.047","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/packed_head_reg[91]/CE","clk500","clk500","1.944","5","-0.008","0.035"
"clk500","-0.047","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/packed_head_reg[98]/CE","clk500","clk500","1.944","5","-0.008","0.035"
"clk500","-0.047","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/output_record_reg[71]/CE","clk500","clk500","1.944","4","-0.007","0.035"
"clk500","-0.047","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/output_record_reg[95]/CE","clk500","clk500","1.944","4","-0.007","0.035"
"clk500","-0.046","2.000","cfo/observation_front/fft_core/stage_index_reg[0]/C","cfo/observation_front/fft_core/next_output_reg[0]/CE","clk500","clk500","1.941","4","-0.010","0.035"
"clk500","-0.046","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/observation_front/fft_core/bank1_reg_bram_1/ADDRARDADDR[5]","clk500","clk500","1.737","3","0.011","0.035"
"clk500","-0.046","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/output_record_reg[100]/CE","clk500","clk500","1.943","4","-0.007","0.035"
"clk500","-0.046","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/output_record_reg[80]/CE","clk500","clk500","1.943","4","-0.007","0.035"
"clk500","-0.045","2.000","cfo/observation_front/fft_core/offset_in_group_reg[0]/C","cfo/observation_front/fft_core/tw_index_reg_rep/ADDRARDADDR[9]","clk500","clk500","1.743","4","0.010","0.035"
"clk500","-0.044","2.000","sfo/residual_estimator/aux_service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/FLOW/load_enable_reg/C","sfo/residual_estimator/aux_service/u_ingress_fifo/gnuram_async_fifo.xpm_fifo_base_inst/rdp_inst/count_value_i_reg[6]/D","clk500","clk500","2.026","5","-0.008","0.035"
"clk500","-0.043","2.000","sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/axi_wrapper/data_in_channel_fifo/gen_real_time.full_reg/C","sfo/residual_estimator/front_stage/main/service/u_ingress_fifo/gnuram_async_fifo.xpm_fifo_base_inst/gen_sdpram.xpm_memory_base_inst/gen_wr_a.gen_word_wide.mem_reg_bram_1/ENARDEN","clk500","clk500","1.676","3","0.010","0.035"
"clk500","-0.043","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/window_credits/fifo/gnuram_async_fifo.xpm_fifo_base_inst/wrp_inst/count_value_i_reg[3]/CE","clk500","clk500","1.940","4","-0.008","0.035"
"clk500","-0.043","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/window_credits/fifo/gnuram_async_fifo.xpm_fifo_base_inst/wrp_inst/count_value_i_reg[4]/CE","clk500","clk500","1.941","4","-0.008","0.035"
"clk500","-0.042","2.000","cfo/observation_front/fft_core/next_output_reg[2]/C","cfo/observation_front/fft_core/bank0_reg_bram_0/ADDRBWRADDR[7]","clk500","clk500","1.732","4","0.010","0.035"
"clk500","-0.042","2.000","cfo/observation_front/fft_core/state_reg[0]/C","cfo/observation_front/fft_core/bank1_reg_bram_0/DINADIN[28]","clk500","clk500","1.776","2","0.011","0.035"
"clk500","-0.041","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/observation_front/fft_core/bank0_reg_bram_1/ADDRARDADDR[8]","clk500","clk500","1.742","2","0.013","0.035"
"clk500","-0.040","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/packed_head_reg[116]/CE","clk500","clk500","1.937","5","-0.008","0.035"
"clk500","-0.040","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/packed_head_reg[15]/CE","clk500","clk500","1.937","5","-0.008","0.035"
"clk500","-0.040","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/packed_head_reg[26]/CE","clk500","clk500","1.937","5","-0.008","0.035"
"clk500","-0.040","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/packed_head_reg[87]/CE","clk500","clk500","1.937","5","-0.008","0.035"
"clk500","-0.040","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/observation_front/fft_core/bank1_reg_bram_1/ENARDEN","clk500","clk500","1.674","2","0.011","0.035"
"clk500","-0.040","2.000","sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/axi_wrapper/sclr_int_reg/C","sfo/residual_estimator/front_stage/main/service/u_xfft/U0/i_synth/xfft_inst/non_floating_point.arch_d.xfft_inst/has_bit_reverse.fixed_pt_size_muxed_addresses.read_addr_fixed_nfft_delay/need_sclr_lut.depth1_shift_ram.FF_gen[0].reg/D","clk500","clk500","2.022","1","-0.008","0.035"
"clk500","-0.040","2.000","cfo/observation_front/fft_core/next_output_reg[2]/C","cfo/observation_front/fft_core/bank0_reg_bram_0/ENBWREN","clk500","clk500","1.673","4","0.010","0.035"
"clk500","-0.039","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/observation_front/fft_core/bank1_reg_bram_1/ADDRARDADDR[7]","clk500","clk500","1.737","3","0.011","0.035"
"clk500","-0.039","2.000","cfo/observation_front/fft_core/next_output_reg[2]/C","cfo/observation_front/fft_core/bank0_reg_bram_1/ADDRBWRADDR[8]","clk500","clk500","1.709","4","0.010","0.035"
"clk500","-0.039","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/observation_front/fft_core/bank1_reg_bram_0/ADDRARDADDR[9]","clk500","clk500","1.738","3","0.011","0.035"
"clk500","-0.038","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/observation_front/fft_core/bank1_reg_bram_1/DINADIN[8]","clk500","clk500","1.753","3","0.011","0.035"
"clk500","-0.037","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/packed_head_reg[124]/CE","clk500","clk500","1.934","5","-0.008","0.035"
"clk500","-0.037","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/packed_head_reg[21]/CE","clk500","clk500","1.934","5","-0.008","0.035"
"clk500","-0.037","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/packed_head_reg[63]/CE","clk500","clk500","1.934","5","-0.008","0.035"
"clk500","-0.037","2.000","cfo/windows/poison_sync/syncstages_ff_reg[3]/C","cfo/windows/packed_head_reg[90]/CE","clk500","clk500","1.934","5","-0.008","0.035"
