epoch,rx_frame_id,candidate_id,coarse_absolute,fine_absolute,cfo_hz,quality,status
0,0,2,15056,15004,-150022,29212,3800
0,1,6,26428,26373,0,32768,3800
0,2,9,37912,37842,150022,28791,3800
0,3,12,49396,49311,-149977,28348,3800
