Frame,Index,Lane,Abs,Phase,I,Q
6003,32,1,5761,110810097,1734,1360
6003,32,2,5762,111669090,4119,-220
6003,32,3,5763,112528083,-1253,-3849
6003,33,0,5764,113387076,-8694,345
6003,33,1,5765,114246069,-1000,7102
6003,33,2,5766,115105062,-4228,5035
6003,33,3,5767,115964055,-4930,2884
6003,34,0,5768,116823048,4846,5674
6003,34,1,5769,117682041,-1144,1127
6003,34,2,5770,118541034,-2990,-8062
6003,34,3,5771,119400027,-911,-3039
6003,35,0,5772,120259020,-4372,5526
6003,35,1,5773,121118013,181,-360
6003,35,2,5774,121977006,-1262,-2329
6003,35,3,5775,122835999,-165,2809
6003,36,0,5776,123694992,6548,967
6003,36,1,5777,124553985,-2309,946
6003,36,2,5778,125412978,-4840,704
6003,36,3,5779,126271971,3607,-1493
6003,37,0,5780,127130964,4215,-1296
6003,37,1,5781,127989957,613,-4789
6003,37,2,5782,128848950,-3696,510
6003,37,3,5783,129707943,-798,5888
6003,38,0,5784,130566936,2667,-2505
6003,38,1,5785,131425929,585,-1082
6003,38,2,5786,132284922,5216,-355
6003,38,3,5787,133143915,5796,-5446
6003,39,0,5788,134002908,-2775,4356
6003,39,1,5789,134861901,-7553,5647
6003,39,2,5790,135720894,-1438,-1738
6003,39,3,5791,136579887,7890,739
6003,40,0,5792,137438880,2476,-2041
6003,40,1,5793,138297873,498,-5981
6003,40,2,5794,139156866,10194,-3944
6003,40,3,5795,140015859,8030,-519
6003,41,0,5796,140874852,3156,490
6003,41,1,5797,141733845,-6,-5801
6003,41,2,5798,142592838,-1091,-4019
6003,41,3,5799,143451831,5525,-195
6003,42,0,5800,144310824,4111,-7341
6003,42,1,5801,145169817,4797,-2231
6003,42,2,5802,146028810,5950,6780
6003,42,3,5803,146887803,-5221,1945
6003,43,0,5804,147746796,-1417,1083
6003,43,1,5805,148605789,4748,1956
6003,43,2,5806,149464782,-5819,-1888
6003,43,3,5807,150323775,-4389,366
6003,44,0,5808,151182768,3986,1992
6003,44,1,5809,152041761,3991,-2436
6003,44,2,5810,152900754,5454,-1656
6003,44,3,5811,153759747,5589,577
6003,45,0,5812,154618740,2493,-3217
6003,45,1,5813,155477733,-2114,-2609
6003,45,2,5814,156336726,-8181,-644
6003,45,3,5815,157195719,-7596,-2094
6003,46,0,5816,158054712,-4858,3660
6003,46,1,5817,158913705,-3860,5484
6003,46,2,5818,159772698,1169,-1812
6003,46,3,5819,160631691,-1120,-2638
6003,47,0,5820,161490684,-5944,346
6003,47,1,5821,162349677,0,3184
6003,47,2,5822,163208670,1509,4298
6003,47,3,5823,164067663,1147,1938
6003,48,0,5824,164926656,4953,2823
6003,48,1,5825,165785649,2908,1140
6003,48,2,5826,166644642,1362,-2660
6003,48,3,5827,167503635,64,681
6003,49,0,5828,168362628,-616,1280
6003,49,1,5829,169221621,80,-4953
6003,49,2,5830,170080614,-2696,-5793
6003,49,3,5831,170939607,2503,900
6003,50,0,5832,171798600,3645,3425
6003,50,1,5833,172657593,-4898,-1932
6003,50,2,5834,173516586,-1966,-5657
6003,50,3,5835,174375579,2697,-1554
6003,51,0,5836,175234572,3897,4205
6003,51,1,5837,176093565,2856,-53
6003,51,2,5838,176952558,-3131,-4991
6003,51,3,5839,177811551,1207,-989
6003,52,0,5840,178670544,3106,-1594
6003,52,1,5841,179529537,-4426,-791
6003,52,2,5842,180388530,-73,4842
6003,52,3,5843,181247523,4953,2080
6003,53,0,5844,182106516,1467,386
6003,53,1,5845,182965509,2331,147
6003,53,2,5846,183824502,1994,-1421
6003,53,3,5847,184683495,-2397,2194
6003,54,0,5848,185542488,542,762
6003,54,1,5849,186401481,4129,-1279
6003,54,2,5850,187260474,-38,439
6003,54,3,5851,188119467,-2815,-2733
6003,55,0,5852,188978460,-884,-960
6003,55,1,5853,189837453,5855,3642
6003,55,2,5854,190696446,8383,659
6003,55,3,5855,191555439,-188,-2456
6003,56,0,5856,192414432,-291,-2331
6003,56,1,5857,193273425,3860,290
6003,56,2,5858,194132418,-887,3551
6003,56,3,5859,194991411,1391,2902
6003,57,0,5860,195850404,4640,2671
6003,57,1,5861,196709397,-1350,3848
6003,57,2,5862,197568390,-1810,240
6003,57,3,5863,198427383,2693,-2801
6003,58,0,5864,199286376,2346,-2271
6003,58,1,5865,200145369,1781,-2036
6003,58,2,5866,201004362,203,556
6003,58,3,5867,201863355,-4419,-2281
6003,59,0,5868,202722348,-1225,-7286
6003,59,1,5869,203581341,2541,352
6003,59,2,5870,204440334,825,4527
6003,59,3,5871,205299327,2514,4
6003,60,0,5872,206158320,-167,178
6003,60,1,5873,207017313,-664,1093
6003,60,2,5874,207876306,2552,3024
6003,60,3,5875,208735299,522,4087
6003,61,0,5876,209594292,5390,2253
6003,61,1,5877,210453285,2734,1216
6003,61,2,5878,211312278,-4421,-2521
6003,61,3,5879,212171271,2321,-576
6003,62,0,5880,213030264,-12,5746
6003,62,1,5881,213889257,-4970,1786
6003,62,2,5882,214748250,-2987,-2783
6003,62,3,5883,215607243,-4057,-278
6003,63,0,5884,216466236,-2183,-753
6003,63,1,5885,217325229,-3744,-2410
6003,63,2,5886,218184222,-2509,-1974
6003,63,3,5887,219043215,4860,-6309
6003,64,0,5888,219902208,4387,-2702
6003,64,1,5889,220761201,-1111,6800
6003,64,2,5890,221620194,-2776,-2409
6003,64,3,5891,222479187,3541,-5272
6003,65,0,5892,223338180,2191,5358
6003,65,1,5893,224197173,719,-1179
6003,65,2,5894,225056166,9804,-5576
6003,65,3,5895,225915159,5040,-942
6003,66,0,5896,226774152,3177,-41
6003,66,1,5897,227633145,3840,2722
6003,66,2,5898,228492138,-3191,-216
6003,66,3,5899,229351131,7511,-2708
6003,67,0,5900,230210124,4095,-1844
6003,67,1,5901,231069117,-9408,60
6003,67,2,5902,231928110,1708,5927
6003,67,3,5903,232787103,3684,-226
6003,68,0,5904,233646096,-1603,-2925
6003,68,1,5905,234505089,1798,6059
6003,68,2,5906,235364082,-427,2436
6003,68,3,5907,236223075,-4264,-1589
6003,69,0,5908,237082068,-2532,319
6003,69,1,5909,237941061,-990,-1238
6003,69,2,5910,238800054,-5877,-1802
6003,69,3,5911,239659047,-3244,-3234
6003,70,0,5912,240518040,-1420,-3557
6003,70,1,5913,241377033,-7598,-17
6003,70,2,5914,242236026,-952,2072
6003,70,3,5915,243095019,-1433,-706
6003,71,0,5916,243954012,-2917,-559
6003,71,1,5917,244813005,5634,4654
6003,71,2,5918,245671998,-5251,3912
6003,71,3,5919,246530991,-9148,-157
6003,72,0,5920,247389984,903,-5070
6003,72,1,5921,248248977,41,-5141
6003,72,2,5922,249107970,-811,1272
6003,72,3,5923,249966963,-63,-1264
6003,73,0,5924,250825956,2329,-2721
6003,73,1,5925,251684949,-1868,-1121
6003,73,2,5926,252543942,-5718,-2853
6003,73,3,5927,253402935,5564,1561
6003,74,0,5928,254261928,6654,496
6003,74,1,5929,255120921,-1758,-2225
6003,74,2,5930,255979914,-5368,-2755
6003,74,3,5931,256838907,-3330,-5874
6003,75,0,5932,257697900,2520,-413
6003,75,1,5933,258556893,-973,-3145
6003,75,2,5934,259415886,-3320,-7050
6003,75,3,5935,260274879,-2654,1606
6003,76,0,5936,261133872,-1686,1247
6003,76,1,5937,261992865,4529,1044
6003,76,2,5938,262851858,664,704
6003,76,3,5939,263710851,-2086,-2150
6003,77,0,5940,264569844,1438,2990
6003,77,1,5941,265428837,1582,623
6003,77,2,5942,266287830,3780,1335
6003,77,3,5943,267146823,-289,6385
6003,78,0,5944,268005816,-3052,206
6003,78,1,5945,268864809,-400,-1497
6003,78,2,5946,269723802,998,-1954
6003,78,3,5947,270582795,3259,-6333
6003,79,0,5948,271441788,-1038,-2598
6003,79,1,5949,272300781,-4494,4798
6003,79,2,5950,273159774,-8760,5467
6003,79,3,5951,274018767,-8883,4124
6003,80,0,5952,274877760,2072,6014
6003,80,1,5953,275736753,-1899,-1096
6003,80,2,5954,276595746,-3656,-4442
6003,80,3,5955,277454739,2555,5578
6003,81,0,5956,278313732,-2468,4909
6003,81,1,5957,279172725,1230,-970
6003,81,2,5958,280031718,1369,-3077
6003,81,3,5959,280890711,-4051,-1765
6003,82,0,5960,281749704,-710,2024
6003,82,1,5961,282608697,-2869,-3594
6003,82,2,5962,283467690,396,-3634
6003,82,3,5963,284326683,5348,371
6003,83,0,5964,285185676,4405,-205
6003,83,1,5965,286044669,7779,4738
6003,83,2,5966,286903662,5823,-1894
6003,83,3,5967,287762655,983,-6938
6003,84,0,5968,288621648,-2277,1758
6003,84,1,5969,289480641,-788,228
6003,84,2,5970,290339634,3859,807
6003,84,3,5971,291198627,757,4298
6003,85,0,5972,292057620,-94,-316
6003,85,1,5973,292916613,-1787,-1529
6003,85,2,5974,293775606,-1053,-3346
6003,85,3,5975,294634599,5946,-6195
6003,86,0,5976,295493592,-2330,-2837
6003,86,1,5977,296352585,-4346,2247
6003,86,2,5978,297211578,5096,-1955
6003,86,3,5979,298070571,3368,-7566
6003,87,0,5980,298929564,8615,-174
6003,87,1,5981,299788557,7261,835
6003,87,2,5982,300647550,-4980,-3951
6003,87,3,5983,301506543,3483,728
6003,88,0,5984,302365536,6071,1432
6003,88,1,5985,303224529,-3702,1602
6003,88,2,5986,304083522,3281,2648
6003,88,3,5987,304942515,6014,-994
6003,89,0,5988,305801508,-1774,453
6003,89,1,5989,306660501,-4353,3972
6003,89,2,5990,307519494,-5254,5047
6003,89,3,5991,308378487,-192,36
6003,90,0,5992,309237480,2747,-4292
6003,90,1,5993,310096473,-1135,3383
6003,90,2,5994,310955466,590,6141
6003,90,3,5995,311814459,357,2730
6003,91,0,5996,312673452,-1910,1041
6003,91,1,5997,313532445,2108,-3486
6003,91,2,5998,314391438,4831,701
6003,91,3,5999,315250431,-1975,4423
6003,92,0,6000,316109424,-8797,-2607
6003,92,1,6001,316968417,-1214,-3869
6003,92,2,6002,317827410,1999,-2538
6003,92,3,6003,318686403,-1713,1717
6003,93,0,6004,319545396,2369,6895
6003,93,1,6005,320404389,-436,-2880
6003,93,2,6006,321263382,28,-6653
6003,93,3,6007,322122375,2958,916
6003,94,0,6008,322981368,-1921,100
6003,94,1,6009,323840361,3627,5107
6003,94,2,6010,324699354,3358,8420
6003,94,3,6011,325558347,-1873,-4028
6003,95,0,6012,326417340,-3444,-4886
6003,95,1,6013,327276333,-8420,5452
6003,95,2,6014,328135326,-433,6012
6003,95,3,6015,328994319,-4906,1589
6003,96,0,6016,329853312,-12636,267
6003,96,1,6017,330712305,4583,2771
6003,96,2,6018,331571298,6188,3139
6003,96,3,6019,332430291,2134,-943
6003,97,0,6020,333289284,4202,-977
6003,97,1,6021,334148277,261,4935
6003,97,2,6022,335007270,1409,3134
6003,97,3,6023,335866263,-6483,-6799
6003,98,0,6024,336725256,-5445,-3450
6003,98,1,6025,337584249,680,3181
6003,98,2,6026,338443242,-8546,656
6003,98,3,6027,339302235,-1109,5385
6003,99,0,6028,340161228,1896,2510
6003,99,1,6029,341020221,-6721,-6389
6003,99,2,6030,341879214,-2313,2104
6003,99,3,6031,342738207,-2341,4730
6003,100,0,6032,343597200,-1308,-464
6003,100,1,6033,344456193,-1342,2505
6003,100,2,6034,345315186,-3662,2292
6003,100,3,6035,346174179,-299,2530
6003,101,0,6036,347033172,-5832,6021
6003,101,1,6037,347892165,-4021,6323
6003,101,2,6038,348751158,2243,-264
6003,101,3,6039,349610151,-3010,-8013
6003,102,0,6040,350469144,-4081,-572
6003,102,1,6041,351328137,-4488,5526
6003,102,2,6042,352187130,-2032,462
6003,102,3,6043,353046123,3089,73
6003,103,0,6044,353905116,-914,-3995
6003,103,1,6045,354764109,-1070,-4764
6003,103,2,6046,355623102,1720,3538
6003,103,3,6047,356482095,-1490,3042
6003,104,0,6048,357341088,-346,1560
6003,104,1,6049,358200081,3176,-155
6003,104,2,6050,359059074,210,-4844
6003,104,3,6051,359918067,-2697,-1856
6003,105,0,6052,360777060,-4164,-871
6003,105,1,6053,361636053,-3811,-1073
6003,105,2,6054,362495046,2730,0
6003,105,3,6055,363354039,5087,-3723
6003,106,0,6056,364213032,3048,-822
6003,106,1,6057,365072025,-4263,2470
6003,106,2,6058,365931018,-10657,270
6003,106,3,6059,366790011,1032,1988
6003,107,0,6060,367649004,-370,930
6003,107,1,6061,368507997,-8732,-1373
6003,107,2,6062,369366990,4021,440
6003,107,3,6063,370225983,2570,1211
6003,108,0,6064,371084976,-1252,-3129
6003,108,1,6065,371943969,1804,-6760
6003,108,2,6066,372802962,-3125,-48
6003,108,3,6067,373661955,6583,-857
6003,109,0,6068,374520948,2989,-6063
6003,109,1,6069,375379941,-9515,3291
6003,109,2,6070,376238934,724,231
6003,109,3,6071,377097927,-169,-6190
6003,110,0,6072,377956920,-5117,3446
6003,110,1,6073,378815913,-2361,-597
6003,110,2,6074,379674906,-4054,-6145
6003,110,3,6075,380533899,-1247,1810
6003,111,0,6076,381392892,-3363,3594
6003,111,1,6077,382251885,-5347,1813
6003,111,2,6078,383110878,2911,246
6003,111,3,6079,383969871,8389,-1005
6003,112,0,6080,384828864,3138,-1653
6003,112,1,6081,385687857,-3937,-1317
6003,112,2,6082,386546850,-771,4331
6003,112,3,6083,387405843,-2228,3964
6003,113,0,6084,388264836,-2821,-2035
6003,113,1,6085,389123829,6284,-1159
6003,113,2,6086,389982822,3613,2634
6003,113,3,6087,390841815,806,4682
6003,114,0,6088,391700808,84,4853
6003,114,1,6089,392559801,-4355,1384
6003,114,2,6090,393418794,1579,-2593
6003,114,3,6091,394277787,3540,2142
6003,115,0,6092,395136780,1003,4942
6003,115,1,6093,395995773,2007,-2801
6003,115,2,6094,396854766,1698,-1052
6003,115,3,6095,397713759,3201,546
6003,116,0,6096,398572752,3456,-6397
6003,116,1,6097,399431745,7967,-1966
6003,116,2,6098,400290738,8276,-2092
6003,116,3,6099,401149731,1730,-9109
6003,117,0,6100,402008724,4505,-3790
6003,117,1,6101,402867717,-2755,-543
6003,117,2,6102,403726710,-9321,-2410
6003,117,3,6103,404585703,3182,193
6003,118,0,6104,405444696,1774,377
6003,118,1,6105,406303689,-3927,-2678
6003,118,2,6106,407162682,3028,-1153
6003,118,3,6107,408021675,1774,640
6003,119,0,6108,408880668,461,-2260
6003,119,1,6109,409739661,3031,1278
6003,119,2,6110,410598654,-1621,5431
6003,119,3,6111,411457647,-1991,-326
6003,120,0,6112,412316640,1082,-457
6003,120,1,6113,413175633,2222,5306
6003,120,2,6114,414034626,4487,701
6003,120,3,6115,414893619,-4618,-7368
6003,121,0,6116,415752612,-9299,-2151
6003,121,1,6117,416611605,3674,2242
6003,121,2,6118,417470598,-18,-4873
6003,121,3,6119,418329591,-10499,442
6003,122,0,6120,419188584,-2641,6435
6003,122,1,6121,420047577,1523,-1969
6003,122,2,6122,420906570,-483,-1937
6003,122,3,6123,421765563,-1290,-2952
6003,123,0,6124,422624556,-3541,-6395
6003,123,1,6125,423483549,-2856,262
6003,123,2,6126,424342542,-639,-842
6003,123,3,6127,425201535,2193,-4581
6003,124,0,6128,426060528,1140,-4671
6003,124,1,6129,426919521,-2484,-6703
6003,124,2,6130,427778514,-116,-1735
6003,124,3,6131,428637507,1228,2179
6003,125,0,6132,429496500,-1444,3096
6003,125,1,6133,430355493,151,4775
6003,125,2,6134,431214486,3571,-2474
6003,125,3,6135,432073479,349,-7525
6003,126,0,6136,432932472,-1113,-5875
6003,126,1,6137,433791465,1188,-4720
6003,126,2,6138,434650458,-4804,2269
6003,126,3,6139,435509451,-4734,1730
6003,127,0,6140,436368444,3270,-5858
6003,127,1,6141,437227437,702,1337
6003,127,2,6142,438086430,-4863,2435
6003,127,3,6143,438945423,-3516,-7362
6003,128,0,6144,439804416,3713,-1773
6003,128,1,6145,440663409,3226,6806
6003,128,2,6146,441522402,-1754,5440
6003,128,3,6147,442381395,4240,-2856
6003,129,0,6148,443240388,2482,-7989
6003,129,1,6149,444099381,-1769,96
6003,129,2,6150,444958374,-236,3192
6003,129,3,6151,445817367,-6560,1362
6003,130,0,6152,446676360,-4537,-764
6003,130,1,6153,447535353,-1258,-7983
6003,130,2,6154,448394346,-877,-3318
6003,130,3,6155,449253339,5558,-486
6003,131,0,6156,450112332,1165,-3956
6003,131,1,6157,450971325,1824,2048
6003,131,2,6158,451830318,4168,1304
6003,131,3,6159,452689311,-4067,-1102
6003,132,0,6160,453548304,2541,-2653
6003,132,1,6161,454407297,6320,-4290
6003,132,2,6162,455266290,-678,4277
6003,132,3,6163,456125283,1966,3594
6003,133,0,6164,456984276,5103,-1303
6003,133,1,6165,457843269,2561,-3700
6003,133,2,6166,458702262,-3988,-4234
6003,133,3,6167,459561255,-2741,8226
6003,134,0,6168,460420248,3285,2016
6003,134,1,6169,461279241,-2845,-12627
6003,134,2,6170,462138234,-4329,-4542
6003,134,3,6171,462997227,3733,-586
6003,135,0,6172,463856220,5247,-1717
6003,135,1,6173,464715213,744,-3292
6003,135,2,6174,465574206,-293,-4280
6003,135,3,6175,466433199,2791,3272
6003,136,0,6176,467292192,781,1401
6003,136,1,6177,468151185,-293,-361
6003,136,2,6178,469010178,1066,2930
6003,136,3,6179,469869171,1722,-2980
6003,137,0,6180,470728164,5895,-1491
6003,137,1,6181,471587157,2385,5884
6003,137,2,6182,472446150,-1646,2255
6003,137,3,6183,473305143,-3715,-3362
6003,138,0,6184,474164136,-12328,727
6003,138,1,6185,475023129,-6000,4032
6003,138,2,6186,475882122,2643,538
6003,138,3,6187,476741115,-2673,2473
6003,139,0,6188,477600108,-3718,2096
6003,139,1,6189,478459101,-4031,-2484
6003,139,2,6190,479318094,113,-584
6003,139,3,6191,480177087,5707,-620
6003,140,0,6192,481036080,848,-1606
6003,140,1,6193,481895073,3581,-2033
6003,140,2,6194,482754066,9674,-1000
6003,140,3,6195,483613059,6058,3812
6003,141,0,6196,484472052,-1375,-379
6003,141,1,6197,485331045,-7341,-4395
6003,141,2,6198,486190038,-1901,-441
6003,141,3,6199,487049031,5940,2623
6003,142,0,6200,487908024,7050,8924
6003,142,1,6201,488767017,5992,7965
6003,142,2,6202,489626010,-1672,-1101
6003,142,3,6203,490485003,-3395,-2
6003,143,0,6204,491343996,2768,719
6003,143,1,6205,492202989,608,-4088
6003,143,2,6206,493061982,-469,-194
6003,143,3,6207,493920975,2505,3785
6003,144,0,6208,494779968,3011,844
6003,144,1,6209,495638961,700,3424
6003,144,2,6210,496497954,-4270,6702
6003,144,3,6211,497356947,-200,712
6003,145,0,6212,498215940,4201,-4701
6003,145,1,6213,499074933,-1672,-3293
6003,145,2,6214,499933926,-1667,-725
6003,145,3,6215,500792919,1041,1748
6003,146,0,6216,501651912,636,5112
6003,146,1,6217,502510905,-370,1299
6003,146,2,6218,503369898,-4053,-4115
6003,146,3,6219,504228891,62,1161
6003,147,0,6220,505087884,4680,1523
6003,147,1,6221,505946877,-162,-4482
6003,147,2,6222,506805870,-3415,-3655
6003,147,3,6223,507664863,-5332,-2461
6003,148,0,6224,508523856,-4199,-1139
6003,148,1,6225,509382849,42,-375
6003,148,2,6226,510241842,-1072,842
6003,148,3,6227,511100835,-2430,2106
6003,149,0,6228,511959828,641,-655
6003,149,1,6229,512818821,4559,4426
6003,149,2,6230,513677814,3156,4622
6003,149,3,6231,514536807,-3491,-1958
6003,150,0,6232,515395800,-7997,2015
6003,150,1,6233,516254793,-5002,-237
6003,150,2,6234,517113786,3078,421
6003,150,3,6235,517972779,3803,7131
6003,151,0,6236,518831772,3403,1585
6003,151,1,6237,519690765,7591,2656
6003,151,2,6238,520549758,2058,4993
6003,151,3,6239,521408751,-4704,-1847
6003,152,0,6240,522267744,-3163,-2196
6003,152,1,6241,523126737,2692,3570
6003,152,2,6242,523985730,4291,3732
6003,152,3,6243,524844723,-2757,-5925
6003,153,0,6244,525703716,305,-3355
6003,153,1,6245,526562709,2473,5198
6003,153,2,6246,527421702,-3703,1960
6003,153,3,6247,528280695,2383,5282
6003,154,0,6248,529139688,4831,4154
6003,154,1,6249,529998681,3878,-553
6003,154,2,6250,530857674,4814,50
6003,154,3,6251,531716667,639,-4379
6003,155,0,6252,532575660,2840,1070
6003,155,1,6253,533434653,-2372,-1924
6003,155,2,6254,534293646,-2118,-8310
6003,155,3,6255,535152639,7125,5366
6003,156,0,6256,536011632,-1566,4514
6003,156,1,6257,536870625,3328,-123
6003,156,2,6258,537729618,7819,921
6003,156,3,6259,538588611,-4595,-1989
6003,157,0,6260,539447604,5121,7373
6003,157,1,6261,540306597,7904,4048
6003,157,2,6262,541165590,-3582,-1224
6003,157,3,6263,542024583,-3974,5220
6003,158,0,6264,542883576,-2146,-5254
6003,158,1,6265,543742569,4940,-5645
6003,158,2,6266,544601562,2721,3791
6003,158,3,6267,545460555,-1004,-3513
6003,159,0,6268,546319548,6237,-5066
6003,159,1,6269,547178541,-701,3602
6003,159,2,6270,548037534,-6085,3667
6003,159,3,6271,548896527,-2462,-3729
6003,160,0,6272,549755520,-2963,-2694
6003,160,1,6273,550614513,-59,-3042
6003,160,2,6274,551473506,1059,-5543
6003,160,3,6275,552332499,2494,4420
6003,161,0,6276,553191492,3804,2573
6003,161,1,6277,554050485,-358,1176
6003,161,2,6278,554909478,-3682,8514
6003,161,3,6279,555768471,-5678,-3105
6003,162,0,6280,556627464,-1991,-575
6003,162,1,6281,557486457,2210,10282
6003,162,2,6282,558345450,1795,2442
6003,162,3,6283,559204443,354,2626
6003,163,0,6284,560063436,-2818,657
6003,163,1,6285,560922429,-465,-548
6003,163,2,6286,561781422,309,4322
6003,163,3,6287,562640415,-2905,-4245
6003,164,0,6288,563499408,-2190,-2350
6003,164,1,6289,564358401,-5831,2225
6003,164,2,6290,565217394,-5450,-7850
6003,164,3,6291,566076387,-296,-9078
6003,165,0,6292,566935380,119,-4757
6003,165,1,6293,567794373,2389,-963
6003,165,2,6294,568653366,2088,-571
6003,165,3,6295,569512359,1409,-3471
6003,166,0,6296,570371352,1759,1087
6003,166,1,6297,571230345,-1341,-1932
6003,166,2,6298,572089338,348,-6309
6003,166,3,6299,572948331,4288,142
6003,167,0,6300,573807324,8150,-4526
6003,167,1,6301,574666317,6647,-8243
6003,167,2,6302,575525310,125,-720
6003,167,3,6303,576384303,3105,-3506
6003,168,0,6304,577243296,1250,-2389
6003,168,1,6305,578102289,-5989,6289
6003,168,2,6306,578961282,-733,42
6003,168,3,6307,579820275,2581,-4770
6003,169,0,6308,580679268,515,-1277
