Frame,Index,Lane,Abs,Phase,I,Q
6003,0,0,5632,0,-1374,-2492
6003,0,1,5633,858993,543,683
6003,0,2,5634,1717986,-4109,-2438
6003,0,3,5635,2576979,-3975,-1514
6003,1,0,5636,3435972,1105,1474
6003,1,1,5637,4294965,913,920
6003,1,2,5638,5153958,-111,1310
6003,1,3,5639,6012951,-569,1011
6003,2,0,5640,6871944,-3025,-3360
6003,2,1,5641,7730937,-2313,-1563
6003,2,2,5642,8589930,973,3074
6003,2,3,5643,9448923,-3484,-2707
6003,3,0,5644,10307916,-6512,-2239
6003,3,1,5645,11166909,4928,4041
6003,3,2,5646,12025902,7510,-1745
6003,3,3,5647,12884895,-5340,-5348
6003,4,0,5648,13743888,-6115,-2244
6003,4,1,5649,14602881,2488,1980
6003,4,2,5650,15461874,1548,5531
6003,4,3,5651,16320867,-4051,1928
6003,5,0,5652,17179860,-1232,-2365
6003,5,1,5653,18038853,5692,-4787
6003,5,2,5654,18897846,3689,-2964
6003,5,3,5655,19756839,-2339,-69
6003,6,0,5656,20615832,-2401,10
6003,6,1,5657,21474825,143,3819
6003,6,2,5658,22333818,460,-3376
6003,6,3,5659,23192811,552,-5512
6003,7,0,5660,24051804,2719,6058
6003,7,1,5661,24910797,4666,-1997
6003,7,2,5662,25769790,3057,-2387
6003,7,3,5663,26628783,-710,5435
6003,8,0,5664,27487776,2680,-5318
6003,8,1,5665,28346769,8244,-3791
6003,8,2,5666,29205762,1801,42
6003,8,3,5667,30064755,-2578,-442
6003,9,0,5668,30923748,3189,4721
6003,9,1,5669,31782741,3372,-26
6003,9,2,5670,32641734,-3070,701
6003,9,3,5671,33500727,-6457,-1527
6003,10,0,5672,34359720,-2826,-5913
6003,10,1,5673,35218713,-1036,3462
6003,10,2,5674,36077706,-1683,-1700
6003,10,3,5675,36936699,3094,-5602
6003,11,0,5676,37795692,1839,229
6003,11,1,5677,38654685,-1463,-1654
6003,11,2,5678,39513678,141,5097
6003,11,3,5679,40372671,-1432,5908
6003,12,0,5680,41231664,1260,-1223
6003,12,1,5681,42090657,1011,-3568
6003,12,2,5682,42949650,-3748,-6379
6003,12,3,5683,43808643,-1162,367
6003,13,0,5684,44667636,-1167,456
6003,13,1,5685,45526629,-537,-3518
6003,13,2,5686,46385622,-3009,2021
6003,13,3,5687,47244615,-10127,-5830
6003,14,0,5688,48103608,-1823,-6785
6003,14,1,5689,48962601,3963,6606
6003,14,2,5690,49821594,-2017,4086
6003,14,3,5691,50680587,-2881,-3341
6003,15,0,5692,51539580,-955,-5003
6003,15,1,5693,52398573,385,-2541
6003,15,2,5694,53257566,-4521,2877
6003,15,3,5695,54116559,-3199,3181
6003,16,0,5696,54975552,6432,1011
6003,16,1,5697,55834545,1782,-2639
6003,16,2,5698,56693538,1773,-2980
6003,16,3,5699,57552531,4616,3089
6003,17,0,5700,58411524,-6528,1935
6003,17,1,5701,59270517,-5141,-2313
6003,17,2,5702,60129510,-2019,1467
6003,17,3,5703,60988503,-6900,651
6003,18,0,5704,61847496,-611,-3805
6003,18,1,5705,62706489,1882,1420
6003,18,2,5706,63565482,1975,-1320
6003,18,3,5707,64424475,4439,-11014
6003,19,0,5708,65283468,-4545,-3497
6003,19,1,5709,66142461,-7027,1005
6003,19,2,5710,67001454,826,-1034
6003,19,3,5711,67860447,1087,7097
6003,20,0,5712,68719440,-2558,1151
6003,20,1,5713,69578433,-4389,-7555
6003,20,2,5714,70437426,571,3560
6003,20,3,5715,71296419,7463,5120
6003,21,0,5716,72155412,4972,-3106
6003,21,1,5717,73014405,3355,-1555
6003,21,2,5718,73873398,2882,2026
6003,21,3,5719,74732391,-774,2252
6003,22,0,5720,75591384,1712,-1433
6003,22,1,5721,76450377,-779,-2592
6003,22,2,5722,77309370,-4372,2047
6003,22,3,5723,78168363,2435,1037
6003,23,0,5724,79027356,-2636,-990
6003,23,1,5725,79886349,-8486,4641
6003,23,2,5726,80745342,566,4263
6003,23,3,5727,81604335,728,-4690
6003,24,0,5728,82463328,-1624,-4162
6003,24,1,5729,83322321,512,2969
6003,24,2,5730,84181314,-2301,2346
6003,24,3,5731,85040307,-542,-1221
6003,25,0,5732,85899300,1248,-4500
6003,25,1,5733,86758293,-413,-3962
6003,25,2,5734,87617286,874,2570
6003,25,3,5735,88476279,-891,418
6003,26,0,5736,89335272,-4116,-3184
6003,26,1,5737,90194265,-1675,605
6003,26,2,5738,91053258,4573,-1381
6003,26,3,5739,91912251,4770,1754
6003,27,0,5740,92771244,2609,9286
6003,27,1,5741,93630237,2041,5671
6003,27,2,5742,94489230,-7446,1669
6003,27,3,5743,95348223,-7395,-4792
6003,28,0,5744,96207216,1902,-7539
6003,28,1,5745,97066209,-2115,3687
6003,28,2,5746,97925202,843,4528
6003,28,3,5747,98784195,5408,1036
6003,29,0,5748,99643188,931,6115
6003,29,1,5749,100502181,2836,3118
6003,29,2,5750,101361174,-1907,2179
6003,29,3,5751,102220167,-432,7430
6003,30,0,5752,103079160,8176,6106
6003,30,1,5753,103938153,-699,2321
6003,30,2,5754,104797146,-2248,-2693
6003,30,3,5755,105656139,-297,-1119
6003,31,0,5756,106515132,-3825,5574
6003,31,1,5757,107374125,3200,-773
6003,31,2,5758,108233118,-2047,-7446
6003,31,3,5759,109092111,-8300,-2288
6003,32,0,5760,109951104,-150,1098
