Scenario,Subtest,FrameId,Seen,ResultHex,Status,ErrorStage,Halted,Elapsed,FirstDivider,FirstWeighted,SharedGainSamples,InputCount,OutputCount,ObservationCount,WeightCount
C04,independent,6004,1,fda7ae0c000312f83f3e7e5e,4800,0,0,55681,2897,2966,0,4096,4096,6560,6560
