Frame,Index,Lane,Abs,Phase,I,Q
6001,98,3,6027,339302235,-6018,-5907
6001,99,0,6028,340161228,-3391,-113
6001,99,1,6029,341020221,-1866,5587
6001,99,2,6030,341879214,-1960,-105
6001,99,3,6031,342738207,-655,1820
6001,100,0,6032,343597200,-3914,2690
6001,100,1,6033,344456193,-489,2035
6001,100,2,6034,345315186,-4517,5478
6001,100,3,6035,346174179,-5573,6668
6001,101,0,6036,347033172,2071,1583
6001,101,1,6037,347892165,-1906,-7473
6001,101,2,6038,348751158,-4301,-2830
6001,101,3,6039,349610151,-4233,5631
6001,102,0,6040,350469144,-3147,1291
6001,102,1,6041,351328137,2785,8
6001,102,2,6042,352187130,77,-2809
6001,102,3,6043,353046123,-1739,-5730
6001,103,0,6044,353905116,1713,2322
6001,103,1,6045,354764109,-865,3721
6001,103,2,6046,355623102,-1124,1476
6001,103,3,6047,356482095,2965,693
6001,104,0,6048,357341088,1045,-4451
6001,104,1,6049,358200081,-2418,-2690
6001,104,2,6050,359059074,-3821,-599
6001,104,3,6051,359918067,-4413,-1399
6001,105,0,6052,360777060,1481,246
6001,105,1,6053,361636053,5210,-3188
6001,105,2,6054,362495046,3564,-1934
6001,105,3,6055,363354039,-2296,2524
6001,106,0,6056,364213032,-10875,488
6001,106,1,6057,365072025,-1389,1577
6001,106,2,6058,365931018,1835,1526
6001,106,3,6059,366790011,-9013,-1302
6001,107,0,6060,367649004,1682,11
6001,107,1,6061,368507997,4286,1380
6001,107,2,6062,369366990,-1832,-1985
6001,107,3,6063,370225983,2159,-6885
6001,108,0,6064,371084976,-2946,-1449
6001,108,1,6065,371943969,4421,471
6001,108,2,6066,372802962,5780,-6291
6001,108,3,6067,373661955,-9079,1574
6001,109,0,6068,374520948,-1374,2242
6001,109,1,6069,375379941,1351,-6580
6001,109,2,6070,376238934,-5228,1940
6001,109,3,6071,377097927,-2503,1349
6001,110,0,6072,377956920,-3916,-6489
6001,110,1,6073,378815913,-1821,409
6001,110,2,6074,379674906,-2400,3886
6001,110,3,6075,380533899,-5857,2029
6001,111,0,6076,381392892,1211,599
6001,111,1,6077,382251885,8154,-927
6001,111,2,6078,383110878,4718,-1441
6001,111,3,6079,383969871,-3427,-1806
6001,112,0,6080,384828864,-1555,3344
6001,112,1,6081,385687857,-1301,4838
6001,112,2,6082,386546850,-3818,-1308
6001,112,3,6083,387405843,5128,-1784
6001,113,0,6084,388264836,4809,2082
6001,113,1,6085,389123829,637,4439
6001,113,2,6086,389982822,815,5028
6001,113,3,6087,390841815,-4190,2265
6001,114,0,6088,391700808,214,-2366
6001,114,1,6089,392559801,3989,819
6001,114,2,6090,393418794,1083,5491
6001,114,3,6091,394277787,1920,-1634
6001,115,0,6092,395136780,1656,-2156
6001,115,1,6093,395995773,2969,1326
6001,115,2,6094,396854766,3326,-5723
6001,115,3,6095,397713759,6920,-3227
6001,116,0,6096,398572752,9209,-932
6001,116,1,6097,399431745,2255,-8646
6001,116,2,6098,400290738,4018,-5168
6001,116,3,6099,401149731,-446,-370
6001,117,0,6100,402008724,-9926,-2368
6001,117,1,6101,402867717,1159,-350
6001,117,2,6102,403726710,3395,771
6001,117,3,6103,404585703,-4153,-2336
6001,118,0,6104,405444696,1984,-1746
6001,118,1,6105,406303689,2601,786
6001,118,2,6106,407162682,24,-1909
6001,118,3,6107,408021675,3082,107
6001,119,0,6108,408880668,-726,5515
6001,119,1,6109,409739661,-2526,764
6001,119,2,6110,410598654,835,-1281
6001,119,3,6111,411457647,1823,4777
6001,120,0,6112,412316640,4595,2261
6001,120,1,6113,413175633,-2436,-6748
6001,120,2,6114,414034626,-10193,-3738
6001,120,3,6115,414893619,1776,2634
6001,121,0,6116,415752612,2219,-3966
6001,121,1,6117,416611605,-10086,-1456
6001,121,2,6118,417470598,-4390,6768
6001,121,3,6119,418329591,1664,-690
6001,122,0,6120,419188584,-302,-2543
6001,122,1,6121,420047577,-1024,-2055
6001,122,2,6122,420906570,-3281,-6652
6001,122,3,6123,421765563,-3164,-773
6001,123,0,6124,422624556,-1043,61
6001,123,1,6125,423483549,1807,-4456
6001,123,2,6126,424342542,1748,-4426
6001,123,3,6127,425201535,-2228,-6685
6001,124,0,6128,426060528,-748,-2879
6001,124,1,6129,426919521,1439,2027
6001,124,2,6130,427778514,-1118,2713
6001,124,3,6131,428637507,-497,4983
6001,125,0,6132,429496500,3389,-941
6001,125,1,6133,430355493,1146,-7437
6001,125,2,6134,431214486,-1454,-6065
6001,125,3,6135,432073479,1278,-5209
6001,126,0,6136,432932472,-3642,1070
6001,126,1,6137,433791465,-5772,2913
6001,126,2,6138,434650458,2468,-5448
6001,126,3,6139,435509451,1740,-319
6001,127,0,6140,436368444,-4348,3648
6001,127,1,6141,437227437,-4276,-6482
6001,127,2,6142,438086430,2661,-3549
6001,127,3,6143,438945423,4172,6137
6001,128,0,6144,439804416,-1716,6181
6001,128,1,6145,440663409,3222,-1302
6001,128,2,6146,441522402,3602,-8159
6001,128,3,6147,442381395,-1854,-1390
6001,129,0,6148,443240388,22,3460
6001,129,1,6149,444099381,-5636,1406
6001,129,2,6150,444958374,-5566,116
6001,129,3,6151,445817367,-1127,-7315
6001,130,0,6152,446676360,-1562,-4678
6001,130,1,6153,447535353,5020,32
6001,130,2,6154,448394346,2224,-4065
6001,130,3,6155,449253339,838,1125
6001,131,0,6156,450112332,4884,2002
6001,131,1,6157,450971325,-3340,-1105
6001,131,2,6158,451830318,770,-2041
6001,131,3,6159,452689311,6983,-4802
6001,132,0,6160,453548304,-40,3041
6001,132,1,6161,454407297,1134,4546
6001,132,2,6162,455266290,5012,-988
6001,132,3,6163,456125283,3299,-3067
6001,133,0,6164,456984276,-3114,-5148
6001,133,1,6165,457843269,-3761,6601
6001,133,2,6166,458702262,3072,4740
6001,133,3,6167,459561255,-1580,-11935
6001,134,0,6168,460420248,-5076,-6247
6001,134,1,6169,461279241,2677,-391
6001,134,2,6170,462138234,5607,-1745
6001,134,3,6171,462997227,1414,-2738
6001,135,0,6172,463856220,-595,-4842
6001,135,1,6173,464715213,2526,2354
6001,135,2,6174,465574206,1318,2308
6001,135,3,6175,466433199,-494,-848
6001,136,0,6176,467292192,1042,3010
6001,136,1,6177,468151185,1333,-2045
6001,136,2,6178,469010178,5494,-2589
6001,136,3,6179,469869171,3401,5338
6001,137,0,6180,470728164,-1561,3356
6001,137,1,6181,471587157,-2814,-3096
6001,137,2,6182,472446150,-11511,-255
6001,137,3,6183,473305143,-7943,4170
6001,138,0,6184,474164136,2492,906
6001,138,1,6185,475023129,-1851,1927
6001,138,2,6186,475882122,-3869,2731
6001,138,3,6187,476741115,-3938,-2195
6001,139,0,6188,477600108,-1040,-985
6001,139,1,6189,478459101,5646,-358
6001,139,2,6190,479318094,1546,-1614
6001,139,3,6191,480177087,2458,-1875
6001,140,0,6192,481036080,9401,-1556
6001,140,1,6193,481895073,6942,3448
6001,140,2,6194,482754066,-227,715
6001,140,3,6195,483613059,-7033,-4499
6001,141,0,6196,484472052,-3279,-1005
6001,141,1,6197,485331045,5331,2080
6001,141,2,6198,486190038,7014,8040
6001,141,3,6199,487049031,6497,9005
6001,142,0,6200,487908024,-482,-232
6001,142,1,6201,488767017,-4022,-636
6001,142,2,6202,489626010,2257,1233
6001,142,3,6203,490485003,1231,-3752
6001,143,0,6204,491343996,-771,-1180
6001,143,1,6205,492202989,2217,3810
6001,143,2,6206,493061982,3052,1165
6001,143,3,6207,493920975,1320,2653
6001,144,0,6208,494779968,-3884,6801
6001,144,1,6209,495638961,-1311,1827
6001,144,2,6210,496497954,4367,-4408
6001,144,3,6211,497356947,-879,-3699
6001,145,0,6212,498215940,-2171,-995
6001,145,1,6213,499074933,957,1283
6001,145,2,6214,499933926,657,4881
6001,145,3,6215,500792919,9,2321
6001,146,0,6216,501651912,-3781,-4014
6001,146,1,6217,502510905,-985,251
6001,146,2,6218,503369898,4711,2222
6001,146,3,6219,504228891,614,-4008
6001,147,0,6220,505087884,-3183,-3981
6001,147,1,6221,505946877,-5087,-2524
6001,147,2,6222,506805870,-4719,-1387
6001,147,3,6223,507664863,-296,-363
6001,148,0,6224,508523856,-691,486
6001,148,1,6225,509382849,-2519,2301
6001,148,2,6226,510241842,67,-555
6001,148,3,6227,511100835,4222,3474
6001,149,0,6228,511959828,3763,5482
6001,149,1,6229,512818821,-2588,-1697
6001,149,2,6230,513677814,-7748,1445
6001,149,3,6231,514536807,-5893,495
6001,150,0,6232,515395800,2234,-517
6001,150,1,6233,516254793,4160,6946
6001,150,2,6234,517113786,2982,2422
6001,150,3,6235,517972779,7391,1882
6001,151,0,6236,518831772,3266,5411
6001,151,1,6237,519690765,-4331,-1060
6001,151,2,6238,520549758,-3684,-2687
6001,151,3,6239,521408751,1884,2855
6001,152,0,6240,522267744,4781,4454
6001,152,1,6241,523126737,-2076,-4859
6001,152,2,6242,523985730,-676,-4699
6001,152,3,6243,524844723,3074,4901
6001,153,0,6244,525703716,-3446,2310
6001,153,1,6245,526562709,1292,4595
6001,153,2,6246,527421702,5129,4981
6001,153,3,6247,528280695,3630,-500
6001,154,0,6248,529139688,5127,322
6001,154,1,6249,529998681,886,-4136
6001,154,2,6250,530857674,2599,143
6001,154,3,6251,531716667,-1290,-489
6001,155,0,6252,532575660,-3320,-8845
6001,155,1,6253,533434653,6940,3779
6001,155,2,6254,534293646,-428,5635
6001,155,3,6255,535152639,1626,-299
6001,156,0,6256,536011632,8835,1283
6001,156,1,6257,536870625,-3880,-2265
6001,156,2,6258,537729618,3224,6255
6001,156,3,6259,538588611,9036,5455
6001,157,0,6260,539447604,-2717,-1723
6001,157,1,6261,540306597,-4180,5137
6001,157,2,6262,541165590,-2603,-3650
6001,157,3,6263,542024583,4149,-6907
6001,158,0,6264,542883576,3724,3527
6001,158,1,6265,543742569,-1464,-2342
6001,158,2,6266,544601562,5795,-5762
6001,158,3,6267,545460555,720,2728
6001,159,0,6268,546319548,-6276,4354
6001,159,1,6269,547178541,-2670,-3106
6001,159,2,6270,548037534,-2975,-3178
6001,159,3,6271,548896527,-486,-2454
6001,160,0,6272,549755520,1097,-5997
6001,160,1,6273,550614513,2130,3348
6001,160,2,6274,551473506,3995,3559
6001,160,3,6275,552332499,175,298
6001,161,0,6276,553191492,-3357,8563
6001,161,1,6277,554050485,-5644,-1580
6001,161,2,6278,554909478,-2691,-2271
6001,161,3,6279,555768471,2033,10177
6001,162,0,6280,556627464,1889,3346
6001,162,1,6281,557486457,668,2215
6001,162,2,6282,558345450,-2621,1363
6001,162,3,6283,559204443,-953,-1148
6001,163,0,6284,560063436,644,4433
6001,163,1,6285,560922429,-2775,-3218
6001,163,2,6286,561781422,-2171,-3428
6001,163,3,6287,562640415,-5305,2670
6001,164,0,6288,563499408,-6008,-6784
6001,164,1,6289,564358401,-619,-9535
6001,164,2,6290,565217394,70,-5155
6001,164,3,6291,566076387,2108,-1400
6001,165,0,6292,566935380,2327,-210
6001,165,1,6293,567794373,1282,-3517
6001,165,2,6294,568653366,1957,592
6001,165,3,6295,569512359,-1106,-1013
6001,166,0,6296,570371352,-93,-6563
6001,166,1,6297,571230345,3884,-358
6001,166,2,6298,572089338,7781,-3452
6001,166,3,6299,572948331,7326,-8694
6001,167,0,6300,573807324,471,-1266
6001,167,1,6301,574666317,2571,-2852
6001,167,2,6302,575525310,2127,-3306
6001,167,3,6303,576384303,-5747,5908
6001,168,0,6304,577243296,-1601,1191
