Scenario,Subtest,FrameId,Seen,ResultHex,Status,ErrorStage,Halted,Elapsed,FirstDivider,FirstWeighted,SharedGainSamples,InputCount,OutputCount,ObservationCount,WeightCount
C01,independent,6001,1,fda8456500031231d03f8000,4800,0,0,55681,2897,2966,0,4096,4096,6560,6560
